,t1 (mean),t2 (mean)
sample_262,-0.44959439044172395,-0.7076722808551335
sample_263,-0.42534380382701886,-0.7714952107409724
sample_264,-0.3158756717671668,0.2589975876457308
sample_265,-0.9014271515317361,-0.9325392829037774
sample_266,-0.2668115820950414,-0.8619369732055674
sample_267,-0.5731777386626742,0.04620812968364127
sample_268,-0.5622599769909924,-0.4516235394696177
sample_269,-0.4830944757232099,-0.02143548187040018
sample_270,0.0794099465528388,-0.35592535810694115
sample_271,-0.73692055931615,0.27865640526904456
sample_272,-0.9216789061280596,0.16096407874218363
sample_273,-0.622384565731174,0.3969054201625625
sample_274,-0.16643327803849725,-0.8680612028914405
sample_275,0.0661377765237763,-0.9398265818999978
sample_276,0.17459305731845862,-0.9412874893429055
sample_277,0.1667372149439349,0.0497104437325013
sample_278,0.27645938610008214,0.050131329661681504
sample_279,0.21080248952461034,0.07679869365485695
sample_280,0.38718910456623695,-0.47318923028181403
sample_281,0.27085411533164994,0.10662834239136768
sample_282,-0.5233983629310577,0.6965642982385872
sample_283,-0.9047598457462613,0.9508582508481953
sample_284,0.6647904181377051,-0.30390945697782884
sample_285,0.7201031417047135,-0.2973238426856241
sample_286,0.45980416886333747,0.1792241562683398
sample_287,0.15385791276501035,0.713544150932876
sample_288,0.9510696236631826,-0.1828341877743253
sample_289,0.9526119599423818,-0.6768864499873042
sample_290,0.9608837220285985,0.461549440280461
sample_291,-0.11331002909475776,-0.05825541324647834
sample_292,-0.23541477518416484,-0.09380120579589496
sample_293,0.12503836840881244,-0.870652503132634
sample_294,-0.46763814140455257,0.4759873069856063
