"",MinAbsEStateIndex,MolWt,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,Chi0,Chi1n,Chi1v,Chi3v,Chi4v,HallKierAlpha,Ipc,Kappa2,PEOE_VSA1,PEOE_VSA6,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SlogP_VSA2,SlogP_VSA3,SlogP_VSA5,TPSA,EState_VSA10,EState_VSA2,EState_VSA5,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,NOCount,NumHAcceptors,MolLogP,MolMR,fr_C_O
sample_11,0.1111111111111109,73.071,0.041108964454662,2.0,2.2,2.847378923087672,4.284457050376173,1.4689084622436843,1.4689084622436843,0.2886751345948129,0.0,-0.53,9.65148445440323,1.7581844380403455,9.901064578912528,6.923737199690624,5.969305287951849,0.0,5.969305287951849,5.969305287951849,4.794537184071822,13.344558822616634,40.13,9.901064578912528,6.4208216229260096,6.923737199690624,9.256944444444445,9.256944444444445,0.0,-0.99537037037037,0.0,2,2,-0.8537000000000001,15.298000000000002,1
sample_12,0.2222222222222221,74.079,0.3025584374920559,2.0,2.2,2.847378923087672,4.284457050376173,1.4883911147617317,1.4883911147617317,0.3024514503058254,0.0,-0.53,9.65148445440323,1.7581844380403455,5.106527394840706,6.923737199690624,6.4208216229260096,0.0,5.969305287951849,11.075832682792557,4.794537184071822,13.344558822616634,37.3,4.794537184071822,6.4208216229260096,0.0,9.368055555555555,7.722222222222222,0.0,-0.74537037037037,0.0,2,1,0.481,17.9268,1
sample_13,1.1319444444444444,122.993,0.0028627972390594,1.75,2.0,1.9747448713915892,3.414213562373095,1.4743680230989715,2.5958369308453744,0.9819805060619654,0.0,0.48,6.854752972273345,3.4800000000000018,0.0,22.85368109763997,5.330089647061427,0.0,15.929943897949348,5.330089647061427,0.0,13.344558822616634,0.0,0.0,0.0,6.4208216229260096,0.0,1.1319444444444444,0.0,0.0,0.0,0,0,1.7913,24.08499999999999,0
sample_14,0.3055555555555556,78.542,0.0279128306530506,1.5,1.5,2.3237900077244498,3.5773502691896257,1.372918428615244,1.8093542090872288,0.0,0.0,0.29,3.2451124978365318,1.5939513677811554,0.0,0.0,5.3770878682057255,0.0,11.600939890232516,5.3770878682057255,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.3055555555555556,0.0,0.0,0.0,0,0,1.6336,20.988999999999997,0
sample_15,0.7916666666666667,78.542,0.0220330463305987,1.75,2.0,1.9747448713915892,3.414213562373095,1.4743680230989715,2.0088905069238203,0.5669467095138407,0.0,0.29,6.854752972273345,3.2900000000000005,0.0,6.923737199690624,5.880003444970339,0.0,11.600939890232516,5.880003444970339,0.0,13.344558822616634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666667,0.0,0,0,1.6352,21.011,0
sample_16,0.5833333333333334,57.09599999999999,0.0103744344555753,2.0,2.25,2.2968352619191394,3.414213562373095,1.224744871391589,1.224744871391589,0.1666666666666666,0.0,-0.3,6.854752972273345,2.700000000000001,5.733667477162185,6.076020106833881,6.544756405912575,0.0,0.0,6.544756405912575,0.0,0.0,26.02,0.0,0.0,0.0,0.0,0.0,4.909722222222222,0.0,0.0,1,1,0.1311000000000001,19.251400000000004,0
sample_17,1.25,44.097,0.0590383639290487,1.3333333333333333,1.3333333333333333,1.6329931618554523,2.7071067811865475,1.414213562373095,1.414213562373095,0.0,0.0,0.0,2.754887502163468,2.0,0.0,20.268296022307258,0.0,0.0,0.0,0.0,0.0,20.268296022307258,0.0,0.0,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,0,0,1.4163,15.965000000000003,0
sample_18,0.8194444444444444,60.096,0.0433453891175591,1.75,2.0,1.9747448713915892,3.414213562373095,1.4040302062452237,1.4040302062452237,0.2886751345948129,0.0,-0.04,6.854752972273345,2.9600000000000004,4.736862953800049,0.0,13.716679505790452,0.0,0.0,13.716679505790452,4.736862953800049,6.923737199690624,9.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.6527000000000001,17.55,0
sample_19,0.3194444444444444,60.096,0.0427892799205337,1.75,2.0,1.9747448713915892,3.414213562373095,1.5233345472033857,1.5233345472033857,0.2236067977499789,0.0,-0.04,6.854752972273345,2.9600000000000004,5.106527394840706,6.923737199690624,6.606881964512918,0.0,0.0,11.713409359353625,0.0,13.344558822616634,20.23,0.0,0.0,0.0,0.0,7.875,0.0,0.0,0.0,1,1,0.3887,17.376800000000003,0
sample_20,0.3888888888888888,76.095,0.1454483236263153,1.2,1.6,2.19060968716425,4.121320343559642,1.393846850117352,1.393846850117352,0.2357022603955159,0.1178511301977579,-0.08,11.245112497836532,3.92,9.473725907600098,0.0,14.219595082555069,0.0,0.0,21.01253738865489,9.473725907600098,0.0,18.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.2367,18.885,0
sample_21,0.1388888888888888,76.095,0.0742386440636602,1.8,2.0,2.5395388613593903,4.284457050376173,1.5600252154174878,1.5600252154174878,0.2642238439278279,0.0,-0.08,9.65148445440323,2.175102040816326,10.213054789681411,0.0,0.0,12.71084835226122,0.0,22.92390314194263,0.0,6.923737199690624,40.46,0.0,6.606881964512918,6.923737199690624,0.0,16.00462962962963,0.0,0.0,0.0,2,2,-0.6405000000000001,18.7666,0
sample_22,0.3333333333333332,59.112,0.0017924242320082,1.5,1.5,2.3237900077244498,3.5773502691896257,1.4880338717125852,1.4880338717125852,0.0,0.0,-0.04,3.2451124978365318,1.297837837837838,5.733667477162185,13.847474399381248,0.0,0.0,0.0,6.041840829147961,0.0,13.847474399381248,26.02,0.0,0.0,0.0,0.0,0.0,5.111111111111111,0.0,0.3333333333333332,1,1,0.3535,19.323400000000003,0
sample_23,0.8194444444444444,59.11199999999999,0.007990568627305,1.75,2.0,1.9747448713915892,3.414213562373095,1.6153550716504106,1.6153550716504106,0.2886751345948128,0.0,-0.04,6.854752972273345,2.9600000000000004,5.733667477162185,6.923737199690624,0.0,0.0,0.0,6.544756405912575,0.0,13.344558822616634,26.02,0.0,0.0,0.0,0.0,0.0,5.027777777777778,0.0,0.0,1,1,0.3551000000000001,19.345400000000005,0
sample_24,2.0,59.112,0.0140010497827221,1.0,1.0,2.3237900077244498,3.5773502691896257,1.3416407864998738,1.3416407864998738,0.0,0.0,-0.04,3.2451124978365318,1.297837837837838,4.899909730850478,0.0,0.0,0.0,0.0,26.04292567888205,0.0,0.0,3.24,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.1777999999999999,19.611,0
sample_25,1.6388888888888888,54.09199999999999,0.0700823082661021,1.0,1.25,2.7320508075688776,3.414213562373095,1.1498299142610593,1.1498299142610593,0.1666666666666666,0.0,-0.52,6.854752972273345,2.48,0.0,25.30991158086476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.3584,20.393999999999995,0
sample_26,1.3125,70.09100000000001,0.0828804352185583,1.2,1.6,2.6531630746803305,4.121320343559642,1.2879011017187578,1.2879011017187578,0.1924500897298753,0.0680413817439771,-0.7200000000000001,11.245112497836532,3.2800000000000016,4.736862953800049,13.157871367196996,0.0,12.52416089684158,0.0,0.0,4.736862953800049,0.0,9.23,0.0,0.0,12.52416089684158,0.0,0.0,0.0,0.0,0.0,1,1,1.29,21.478999999999992,0
sample_27,0.5740740740740742,70.091,0.1446474656328009,2.0,2.2,3.204805417886435,4.284457050376173,1.3779307855836025,1.3779307855836025,0.2011844635310913,0.0,-0.5900000000000001,9.65148445440323,1.7032551319648097,0.0,6.578935683598497,0.0,0.0,6.286160523129555,6.286160523129555,4.794537184071822,6.923737199690624,17.07,4.794537184071822,0.0,0.0,9.405092592592592,0.0,0.5740740740740742,0.0,0.0,1,1,0.7614,20.877999999999997,1
sample_28,0.3935185185185184,86.08999999999999,0.3293620268351236,2.0,2.5,3.234390866915873,4.99156383156272,1.5134200059864025,1.5134200059864025,0.367851130197758,0.0833333333333333,-0.79,19.80026905978025,2.4475296912114013,4.736862953800049,6.578935683598497,6.076020106833881,7.109797541277533,5.969305287951849,13.079102829229384,9.53140013787187,0.0,26.3,4.794537184071822,0.0,7.109797541277533,9.84027777777778,0.0,0.0,-0.3935185185185184,0.0,2,2,0.3453999999999999,22.21299999999999,1
sample_29,0.3287037037037035,86.08999999999999,0.3069152048394101,2.0,2.5,3.046489080910934,4.99156383156272,1.552198841323242,1.552198841323242,0.2492969859635601,0.1173540242053219,-0.79,14.834466856136649,2.4475296912114013,4.736862953800049,6.578935683598497,6.923737199690624,6.26208044842079,5.969305287951849,5.969305287951849,9.53140013787187,6.923737199690624,26.3,4.794537184071822,5.969305287951849,6.923737199690624,9.75027777777778,0.0,0.0,-0.3287037037037035,0.0,2,2,0.693,21.962999999999997,1
sample_30,0.6944444444444444,69.107,0.0621137429049083,1.8,2.4,2.483699570591265,4.121320343559642,1.7842669695298,1.7842669695298,0.3618033988749894,0.1118033988749894,-0.51,11.245112497836532,3.49,0.0,6.923737199690624,6.4208216229260096,6.069221312792274,0.0,0.0,0.0,19.765380445542643,23.79,0.0,0.0,0.0,0.0,7.81625,0.0,0.0,2.017361111111111,1,1,1.31008,20.520999999999997,0
sample_31,1.0833333333333337,56.10799999999999,0.0382003936054866,2.0,2.25,2.2968352619191394,3.414213562373095,1.5236033621142735,1.5236033621142735,0.2886751345948128,0.0,-0.26,6.854752972273345,2.7400000000000007,0.0,12.999757306524504,0.0,0.0,0.0,0.0,0.0,13.344558822616634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.5824,20.488,0
sample_32,2.0,56.108,0.0470019234101992,1.0,1.25,2.549193338482967,3.414213562373095,1.488033871712585,1.488033871712585,0.3333333333333334,0.0,-0.26,6.854752972273345,2.7400000000000007,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.5824,20.488,0
sample_33,2.0,56.108,0.0470019234101992,1.0,1.25,2.549193338482967,3.414213562373095,1.488033871712585,1.488033871712585,0.3333333333333334,0.0,-0.26,6.854752972273345,2.7400000000000007,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.5824,20.488,0
sample_34,1.1666666666666667,56.10799999999999,0.0444814193828446,1.5,1.5,2.8030394876740514,3.5773502691896257,1.3535533905932735,1.3535533905932735,0.0,0.0,-0.26,3.2451124978365318,1.1049635036496352,0.0,5.573104530069267,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,0.0,0.0,5.573104530069267,0.0,0.0,1.1666666666666667,0.0,0.0,0,0,1.5824,20.488,0
sample_35,0.7083333333333333,72.107,0.1194797811341422,1.8,2.4,2.4017152226171965,4.121320343559642,1.8510573320459265,1.8510573320459265,0.4065262647925708,0.1178511301977579,-0.33,11.245112497836532,3.67,4.794537184071822,6.923737199690624,6.4208216229260096,0.0,6.286160523129555,6.286160523129555,4.794537184071822,19.765380445542643,17.07,4.794537184071822,0.0,0.0,9.40486111111111,0.0,0.0,0.0,0.0,1,1,0.9854,20.971999999999998,1
sample_36,0.2037037037037035,72.107,0.1220160122531734,1.6,1.8,2.825749368745867,4.284457050376173,1.723736132108101,1.723736132108101,0.2721655269759088,0.0,-0.33,9.65148445440323,1.9424795640326973,4.794537184071822,13.847474399381248,5.917906046161393,0.0,6.286160523129555,6.286160523129555,4.794537184071822,13.847474399381248,17.07,4.794537184071822,5.917906046161393,0.0,9.50462962962963,0.0,0.0,0.2037037037037035,0.0,1,1,0.8412999999999999,20.901999999999997,1
sample_37,0.2546296296296297,72.10699999999999,0.1290650325260376,1.8,2.0,2.847378923087672,4.284457050376173,1.7647843170117528,1.7647843170117528,0.4978909578906801,0.0,-0.33,9.65148445440323,1.9424795640326973,4.794537184071822,6.923737199690624,6.4208216229260096,0.0,5.783244946364939,5.783244946364939,4.794537184071822,20.268296022307258,17.07,4.794537184071822,5.783244946364939,0.0,9.8125,0.0,0.0,0.2546296296296297,0.0,1,1,0.9854,20.971999999999998,1
sample_38,1.0,72.107,0.0466381698498417,1.0,1.8,2.083333333333333,3.5355339059327378,2.0773502691896253,2.0773502691896253,0.8273502691896256,0.5103103630798287,-0.04,22.88643538696057,1.4103121748178982,4.736862953800049,0.0,13.213763929025836,0.0,0.0,13.213763929025836,4.736862953800049,12.84164324585202,9.23,0.0,0.0,12.84164324585202,0.0,0.0,0.0,0.0,0.0,1,1,0.7968,20.053,0
sample_39,0.2916666666666665,88.10599999999998,0.3028289365794988,1.8333333333333333,2.333333333333333,2.831257109931365,4.99156383156272,1.988391114761732,1.988391114761732,0.4638654714909551,0.2138654714909552,-0.53,14.834466856136649,2.693713646532438,5.106527394840706,6.923737199690624,6.4208216229260096,0.0,5.969305287951849,11.075832682792557,4.794537184071822,19.765380445542643,37.3,4.794537184071822,0.0,0.0,9.599305555555556,7.913472222222222,0.0,-0.7106481481481481,0.0,2,1,0.8711,22.543799999999997,1
sample_40,0.2106481481481479,88.106,0.3021127777269908,1.8333333333333333,2.333333333333333,2.831257109931365,4.99156383156272,1.9040302062452237,1.9040302062452237,0.3476006996936919,0.2032631323962854,-0.53,14.834466856136649,2.693713646532438,4.736862953800049,0.0,6.923737199690624,6.606881964512918,5.969305287951849,12.576187252464766,9.53140013787187,13.847474399381248,26.3,4.794537184071822,5.969305287951849,6.923737199690624,9.821527777777778,0.0,0.0,-0.2106481481481479,0.0,2,2,0.5694,22.30699999999999,1
sample_41,0.2314814814814816,88.10599999999998,0.3054235297285997,1.6666666666666667,1.8333333333333333,3.2575861612334887,5.154700538379252,1.871106615955975,1.871106615955975,0.4939011501426771,0.0,-0.53,13.609640474436812,1.798837033645378,5.106527394840706,13.847474399381248,0.0,5.917906046161393,5.969305287951849,11.075832682792557,4.794537184071822,13.847474399381248,37.3,4.794537184071822,5.917906046161393,0.0,9.699074074074074,7.99074074074074,0.0,-0.9722222222222224,0.0,2,1,0.727,22.473799999999997,1
sample_42,0.157407407407407,88.106,0.3047207314409239,1.8333333333333333,2.333333333333333,2.9881608821342693,4.99156383156272,1.8771567527075477,1.8771567527075477,0.5163460352255528,0.1443375672974064,-0.53,19.80026905978025,2.693713646532438,4.736862953800049,6.923737199690624,6.4208216229260096,7.109797541277533,5.969305287951849,13.079102829229384,9.53140013787187,13.344558822616634,26.3,4.794537184071822,5.969305287951849,7.109797541277533,9.958333333333334,0.0,0.0,-0.157407407407407,0.0,2,2,0.5694,22.30699999999999,1
sample_43,0.4618055555555556,88.10599999999998,0.2925753483471992,1.8333333333333333,2.6666666666666665,2.4884037718761123,4.82842712474619,1.967186436572392,1.967186436572392,0.3900166571736666,0.1659636526302267,-0.53,20.986300857070454,4.469999999999999,4.736862953800049,6.923737199690624,0.0,6.606881964512918,6.472220864716464,13.07910282922938,9.53140013787187,13.344558822616634,26.3,4.794537184071822,0.0,0.0,9.341527777777776,0.0,0.0,0.0,0.0,2,2,0.5694,22.306999999999995,1
sample_44,1.15625,137.01999999999998,0.0031152227076761,1.6,2.2,2.19060968716425,4.121320343559642,1.974368023098972,3.0958369308453744,1.047918465422687,0.6943650748294133,0.48,11.245112497836532,4.480000000000002,0.0,29.274502720565984,5.330089647061427,0.0,15.929943897949348,5.330089647061427,0.0,19.765380445542643,0.0,0.0,0.0,12.84164324585202,0.0,1.15625,0.0,0.0,0.0,0,0,2.1814,28.701999999999988,0
sample_45,0.8159722222222223,92.569,0.022285485122089,1.6,2.2,2.19060968716425,4.121320343559642,1.974368023098972,2.5088905069238203,0.7544452534619102,0.4008918628686365,0.29,11.245112497836532,4.29,0.0,13.344558822616634,5.880003444970339,0.0,11.600939890232516,5.880003444970339,0.0,19.765380445542643,0.0,0.0,0.0,6.4208216229260096,0.0,0.0,0.0,0.8159722222222223,0.0,0,0,2.0253,25.62799999999999,0
sample_46,1.3194444444444444,58.124,0.0564343704175863,1.0,1.25,1.9747448713915892,3.414213562373095,1.914213562373095,1.914213562373095,0.4999999999999999,0.0,0.0,6.854752972273345,3.0,0.0,26.689117645233267,0.0,0.0,0.0,0.0,0.0,26.689117645233267,0.0,0.0,0.0,12.84164324585202,0.0,0.0,0.0,0.0,0.0,0,0,1.8064,20.582,0
sample_47,0.8333333333333333,58.124,0.0499860811430797,1.0,1.0,2.3237900077244498,3.5773502691896257,1.7320508075688776,1.7320508075688776,0.0,0.0,0.0,3.2451124978365318,1.3333333333333333,0.0,20.771211599071872,0.0,0.0,0.0,0.0,0.0,20.771211599071872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0,0,1.6623,20.512,0
sample_48,0.34375,74.12299999999999,0.0430422834852069,1.6,2.2,2.19060968716425,4.121320343559642,2.023334547203385,2.023334547203385,0.5116672736016926,0.1581138830084189,-0.04,11.245112497836532,3.96,5.106527394840706,13.344558822616634,6.606881964512918,0.0,0.0,11.713409359353625,0.0,19.765380445542643,20.23,0.0,0.0,0.0,0.0,8.06625,0.0,0.0,0.0,1,1,0.7787999999999999,21.9938,0
sample_49,0.1157407407407409,74.12299999999999,0.050903904353539,1.8,2.0,2.5395388613593908,4.284457050376173,1.9509042305871973,1.9509042305871973,0.5908224762989184,0.0,-0.04,9.65148445440323,2.212525252525253,5.106527394840706,6.923737199690624,0.0,6.103966387748303,0.0,11.210493782589008,0.0,20.268296022307258,20.23,0.0,6.103966387748303,0.0,0.0,8.36111111111111,0.0,0.0,0.0,1,1,0.7771999999999999,21.971799999999995,0
