,MaxAbsEStateIndex,MinAbsEStateIndex,MolWt,MaxPartialCharge,MinPartialCharge,FpDensityMorgan3,Chi1,Chi1n,Chi1v,Chi3n,Chi3v,Chi4n,Kappa1,Kappa2,SMR_VSA1,SMR_VSA4,SMR_VSA5,TPSA,EState_VSA3,EState_VSA5,EState_VSA7,EState_VSA9,VSA_EState2,VSA_EState4,VSA_EState8,HeavyAtomCount,NHOHCount,NumHDonors,NumRotatableBonds,RingCount,MolLogP,MolMR
sample_24,2.0,2.0,59.112,-0.0140010497827221,-0.3124319659317336,1.0,1.7320508075688772,1.3416407864998738,1.3416407864998738,0.0,0.0,0.0,3.96,1.297837837837838,0.0,0.0,0.0,3.24,0.0,0.0,26.04292567888205,0.0,2.0,0.0,0.0,4,0,0,0,0,0.1777999999999999,19.611
sample_25,3.361111111111111,1.6388888888888888,54.09199999999999,-0.0700823082661021,-0.0990867373646055,1.25,1.914213562373095,1.1498299142610593,1.1498299142610593,0.1666666666666666,0.1666666666666666,0.0,3.48,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.722222222222222,4,0,0,1,0,1.3584,20.393999999999995
sample_26,4.361111111111111,1.3125,70.09100000000001,0.0828804352185583,-0.4738803444692918,1.6,2.414213562373095,1.2879011017187578,1.2879011017187578,0.1924500897298753,0.1924500897298753,0.0680413817439771,4.280000000000001,3.2800000000000016,4.736862953800049,0.0,0.0,9.23,0.0,12.52416089684158,0.0,0.0,0.0,0.0,6.513888888888889,5,0,0,2,0,1.29,21.478999999999992
sample_27,9.405092592592592,0.5740740740740742,70.091,0.1446474656328009,-0.2982913909836627,2.2,2.270055610029662,1.3779307855836025,1.3779307855836025,0.2011844635310913,0.2011844635310913,0.0,4.41,1.7032551319648097,4.794537184071822,0.0,6.923737199690624,17.07,5.573104530069267,0.0,0.0,0.0,9.405092592592592,0.5740740740740742,4.965277777777778,5,0,0,1,0,0.7614,20.877999999999997
sample_28,9.84027777777778,0.3935185185185184,86.08999999999999,0.3293620268351236,-0.4658665816196197,2.5,2.808060412490447,1.5134200059864025,1.5134200059864025,0.367851130197758,0.367851130197758,0.0833333333333333,5.21,2.4475296912114013,9.53140013787187,0.0,0.0,26.3,0.0,7.109797541277533,0.0,0.0,9.84027777777778,0.0,3.156898148148148,6,0,0,1,0,0.3453999999999999,22.21299999999999
sample_29,9.75027777777778,0.3287037037037035,86.08999999999999,0.3069152048394101,-0.4353234316490274,2.5,2.770055610029662,1.552198841323242,1.552198841323242,0.2492969859635601,0.2492969859635601,0.1173540242053219,5.21,2.4475296912114013,9.53140013787187,0.0,6.923737199690624,26.3,0.0,6.923737199690624,0.0,0.0,9.75027777777778,0.0,4.478888888888889,6,0,0,1,0,0.693,21.962999999999997
sample_30,7.81625,0.6944444444444444,69.107,0.0621137429049083,-0.1983475739310898,2.4,2.414213562373095,1.7842669695298,1.7842669695298,0.3618033988749894,0.3618033988749894,0.1118033988749894,4.49,3.49,0.0,0.0,19.765380445542643,23.79,6.4208216229260096,0.0,12.992958512482897,5.261891554738487,0.0,0.0,1.989305555555556,5,0,0,1,0,1.31008,20.520999999999997
sample_31,3.4791666666666665,1.0833333333333337,56.10799999999999,-0.0382003936054866,-0.1030932271211614,2.25,1.914213562373095,1.5236033621142735,1.5236033621142735,0.2886751345948128,0.2886751345948128,0.0,3.7400000000000007,2.7400000000000007,0.0,0.0,13.344558822616634,0.0,0.0,0.0,6.076020106833881,0.0,0.0,0.0,5.541666666666666,4,0,0,1,0,1.5824,20.488
sample_32,2.0,2.0,56.108,-0.0470019234101992,-0.0919421120202676,1.25,1.914213562373095,1.488033871712585,1.488033871712585,0.3333333333333334,0.3333333333333334,0.0,3.7400000000000007,2.7400000000000007,0.0,0.0,13.847474399381248,0.0,0.0,0.0,25.99951461304901,0.0,0.0,0.0,4.0,4,0,0,0,0,1.5824,20.488
sample_33,2.0,2.0,56.108,-0.0470019234101992,-0.0919421120202676,1.25,1.914213562373095,1.488033871712585,1.488033871712585,0.3333333333333334,0.3333333333333334,0.0,3.7400000000000007,2.7400000000000007,0.0,0.0,13.847474399381248,0.0,0.0,0.0,25.99951461304901,0.0,0.0,0.0,4.0,4,0,0,0,0,1.5824,20.488
sample_34,3.555555555555556,1.1666666666666667,56.10799999999999,-0.0444814193828446,-0.1004198486154627,1.5,1.7320508075688772,1.3535533905932735,1.3535533905932735,0.0,0.0,0.0,3.7400000000000007,1.1049635036496352,0.0,0.0,13.847474399381248,0.0,0.0,5.573104530069267,13.847474399381248,0.0,0.0,1.1666666666666667,7.5,4,0,0,0,0,1.5824,20.488
sample_35,9.40486111111111,0.7083333333333333,72.107,0.1194797811341422,-0.3034030972577946,2.4,2.414213562373095,1.8510573320459265,1.8510573320459265,0.4065262647925708,0.4065262647925708,0.1178511301977579,4.67,3.67,4.794537184071822,0.0,19.765380445542643,17.07,6.4208216229260096,0.0,6.923737199690624,0.0,9.40486111111111,0.0,1.980555555555556,5,0,0,2,0,0.9854,20.971999999999998
sample_36,9.50462962962963,0.2037037037037035,72.107,0.1220160122531734,-0.3031119641378181,1.8,2.270055610029662,1.723736132108101,1.723736132108101,0.2721655269759088,0.2721655269759088,0.0,4.67,1.9424795640326973,4.794537184071822,5.917906046161393,13.847474399381248,17.07,0.0,0.0,13.847474399381248,0.0,9.50462962962963,0.0,3.7083333333333335,5,0,0,1,0,0.8412999999999999,20.901999999999997
sample_37,9.8125,0.2546296296296297,72.10699999999999,0.1290650325260376,-0.3000423849594125,2.0,2.270055610029662,1.7647843170117528,1.7647843170117528,0.4978909578906801,0.4978909578906801,0.0,4.67,1.9424795640326973,4.794537184071822,0.0,20.268296022307258,17.07,6.4208216229260096,0.0,6.923737199690624,0.0,9.8125,0.0,3.4328703703703702,5,0,0,1,0,0.9854,20.971999999999998
sample_38,4.944444444444445,1.0,72.107,0.0466381698498417,-0.3814493819627182,1.8,2.5,2.0773502691896253,2.0773502691896253,0.8273502691896256,0.8273502691896256,0.5103103630798287,3.1616129032258065,1.4103121748178982,4.736862953800049,0.0,12.84164324585202,9.23,0.0,12.84164324585202,0.0,4.736862953800049,0.0,0.0,2.0,5,0,0,0,1,0.7968,20.053
sample_39,9.599305555555556,0.2916666666666665,88.10599999999998,0.3028289365794988,-0.4812305164094317,2.333333333333333,2.770055610029662,1.988391114761732,1.988391114761732,0.4638654714909551,0.4638654714909551,0.2138654714909552,5.469999999999999,2.693713646532438,9.901064578912528,0.0,19.765380445542643,37.3,6.4208216229260096,0.0,6.923737199690624,5.106527394840706,9.599305555555556,0.0,1.841388888888889,6,1,1,2,0,0.8711,22.543799999999997
sample_40,9.821527777777778,0.2106481481481479,88.106,0.3021127777269908,-0.4661718899744166,2.333333333333333,2.770055610029662,1.9040302062452237,1.9040302062452237,0.3476006996936919,0.3476006996936919,0.2032631323962854,5.469999999999999,2.693713646532438,9.53140013787187,0.0,13.847474399381248,26.3,6.606881964512918,6.923737199690624,0.0,0.0,9.821527777777778,0.0,3.6530092592592593,6,0,0,1,0,0.5694,22.30699999999999
sample_41,9.699074074074074,0.2314814814814816,88.10599999999998,0.3054235297285997,-0.4810415895699593,1.8333333333333333,2.6427344100918364,1.871106615955975,1.871106615955975,0.4939011501426771,0.4939011501426771,0.0,5.469999999999999,1.798837033645378,9.901064578912528,5.917906046161393,13.847474399381248,37.3,0.0,0.0,0.0,5.106527394840706,9.699074074074074,0.0,3.2824074074074074,6,1,1,1,0,0.727,22.473799999999997
sample_42,9.958333333333334,0.157407407407407,88.106,0.3047207314409239,-0.4690029502830051,2.333333333333333,2.808060412490447,1.8771567527075477,1.8771567527075477,0.5163460352255528,0.5163460352255528,0.1443375672974064,5.469999999999999,2.693713646532438,9.53140013787187,0.0,13.344558822616634,26.3,6.4208216229260096,7.109797541277533,0.0,0.0,9.958333333333334,0.0,1.755787037037037,6,0,0,1,0,0.5694,22.30699999999999
sample_43,9.341527777777776,0.4618055555555556,88.10599999999998,0.2925753483471992,-0.4679120385595627,2.6666666666666665,2.914213562373095,1.967186436572392,1.967186436572392,0.3900166571736666,0.3900166571736666,0.1659636526302267,5.469999999999999,4.469999999999999,9.53140013787187,0.0,13.344558822616634,26.3,13.07910282922938,0.0,6.923737199690624,0.0,9.341527777777776,0.0,2.9548611111111107,6,0,0,3,0,0.5694,22.306999999999995
sample_44,3.3095138888888886,1.15625,137.01999999999998,0.0031152227076761,-0.092807985075221,2.2,2.414213562373095,1.974368023098972,3.0958369308453744,0.4871840115494858,1.047918465422687,0.1336306209562121,5.48,4.480000000000002,0.0,0.0,19.765380445542643,0.0,0.0,12.84164324585202,0.0,0.0,0.0,0.0,2.181805555555556,5,0,0,2,0,2.1814,28.701999999999988
sample_45,5.301651234567901,0.8159722222222223,92.569,0.022285485122089,-0.126717152212131,2.2,2.414213562373095,1.974368023098972,2.5088905069238203,0.4871840115494858,0.7544452534619102,0.1336306209562121,5.29,4.29,0.0,0.0,19.765380445542643,0.0,0.0,6.4208216229260096,0.0,11.600939890232516,0.0,0.0,2.127361111111111,5,0,0,2,0,2.0253,25.62799999999999
sample_46,2.180555555555556,1.3194444444444444,58.124,-0.0564343704175863,-0.0653924428808516,1.25,1.914213562373095,1.914213562373095,1.914213562373095,0.4999999999999999,0.4999999999999999,0.0,4.0,3.0,0.0,0.0,26.689117645233267,0.0,0.0,12.84164324585202,0.0,0.0,0.0,0.0,4.361111111111111,4,0,0,1,0,1.8064,20.582
sample_47,2.1666666666666665,0.8333333333333333,58.124,-0.0499860811430797,-0.0630372541818288,1.0,1.7320508075688772,1.7320508075688776,1.7320508075688776,0.0,0.0,0.0,4.0,1.3333333333333333,0.0,5.917906046161393,20.771211599071872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,4,0,0,0,0,1.6623,20.512
sample_48,8.06625,0.34375,74.12299999999999,0.0430422834852069,-0.3963767520692109,2.2,2.414213562373095,2.023334547203385,2.023334547203385,0.5116672736016926,0.5116672736016926,0.1581138830084189,4.960000000000001,3.96,5.106527394840706,0.0,19.765380445542643,20.23,6.606881964512918,0.0,0.0,5.106527394840706,0.0,0.0,2.395555555555556,5,1,1,2,0,0.7787999999999999,21.9938
sample_49,8.36111111111111,0.1157407407407409,74.12299999999999,0.050903904353539,-0.3934300872216237,2.0,2.270055610029662,1.9509042305871973,1.9509042305871973,0.5908224762989184,0.5908224762989184,0.0,4.960000000000001,2.212525252525253,5.106527394840706,0.0,26.37226241005556,20.23,0.0,0.0,6.923737199690624,5.106527394840706,0.0,0.0,3.726851851851852,5,1,1,1,0,0.7771999999999999,21.971799999999995
sample_50,8.520833333333332,0.5,74.12299999999999,0.0563258534106586,-0.3907600879079809,1.2,2.0,1.723606797749979,1.723606797749979,0.0,0.0,0.0,4.960000000000001,0.9767560019818928,5.106527394840706,0.0,26.37226241005556,20.23,0.0,0.0,0.0,5.106527394840706,0.0,-0.5,5.229166666666667,5,1,1,0,0,0.7771999999999999,21.971799999999995
sample_51,4.833333333333333,0.84375,74.123,0.0437084125246928,-0.3820258357826421,1.6,2.414213562373095,1.9915638315627209,1.9915638315627209,0.408248290463863,0.408248290463863,0.2041241452319315,4.960000000000001,3.96,4.736862953800049,0.0,13.847474399381248,9.23,0.0,0.0,13.847474399381248,4.736862953800049,0.0,0.0,5.666666666666666,5,0,0,2,0,1.0428000000000002,22.166999999999994
sample_52,8.143518518518519,0.3055555555555556,74.12299999999999,0.0453488037875541,-0.396109843837469,1.8,2.270055610029662,1.8791765948599528,1.8791765948599528,0.3651483716701107,0.3651483716701107,0.0,4.960000000000001,2.212525252525253,5.106527394840706,5.917906046161393,13.847474399381248,20.23,12.52478801067431,0.0,13.847474399381248,5.106527394840706,0.0,0.0,4.25,5,1,1,1,0,0.6347,21.9238
sample_53,8.39236111111111,0.0810185185185186,90.122,0.053349575080525,-0.396275121728833,2.1666666666666665,2.770055610029662,2.060025215417488,2.060025215417488,0.546874024341974,0.546874024341974,0.1868344717925431,5.92,3.123252032520325,10.213054789681411,0.0,19.44852521036493,40.46,6.4208216229260096,0.0,0.0,10.213054789681411,0.0,0.0,1.7300462962962964,6,2,2,2,0,-0.2503999999999999,23.383599999999998
sample_54,5.139027777777778,0.84375,73.139,-0.0077376425064202,-0.3304736813706357,2.2,2.414213562373095,2.1153550716504106,2.1153550716504106,0.5576775358252052,0.5576775358252052,0.2041241452319314,4.960000000000001,3.96,0.0,5.733667477162185,19.765380445542643,26.02,0.0,12.84164324585202,0.0,5.733667477162185,0.0,5.139027777777778,2.975555555555556,5,2,1,2,0,0.7452000000000001,23.9624
sample_55,3.111111111111111,1.09375,73.139,-0.0077513611275276,-0.317281591027501,1.6,2.414213562373095,2.1213203435596424,2.1213203435596424,0.4999999999999999,0.4999999999999999,0.2499999999999999,4.960000000000001,3.96,0.0,0.0,13.847474399381248,12.03,0.0,0.0,0.0,0.0,0.0,0.0,6.388888888888889,5,1,1,2,0,0.6157999999999999,24.217699999999997
sample_56,5.171296296296296,0.6620370370370369,73.139,-0.0054138921415613,-0.3302183383951626,1.8,2.270055610029662,1.9711971193069775,1.9711971193069775,0.4714045207910317,0.4714045207910317,0.0,4.960000000000001,2.212525252525253,0.0,11.651573523323576,13.847474399381248,26.02,5.917906046161393,0.0,0.0,5.733667477162185,0.0,5.171296296296296,5.0,5,2,1,1,0,0.6011000000000001,23.8924
sample_57,3.7847222222222223,1.75,79.10199999999998,0.0267287682952611,-0.264736970888988,1.6666666666666667,3.0,1.849731112827656,1.849731112827656,0.5664874085517706,0.5664874085517706,0.3126020274099352,3.344174757281553,1.5525827127910268,0.0,0.0,0.0,12.89,0.0,0.0,18.19910120538483,0.0,3.7847222222222223,0.0,0.0,6,0,0,0,1,1.0816,24.236999999999995
sample_58,2.236111111111111,1.3194444444444444,68.119,-0.0347785626624406,-0.0885278779288748,1.8,2.5,2.1498299142610597,2.1498299142610597,0.9082482904638628,0.9082482904638628,0.5892556509887895,2.950970464135022,1.2497295661307843,0.0,0.0,19.26246486877803,0.0,0.0,19.26246486877803,0.0,0.0,0.0,0.0,0.0,5,0,0,0,1,1.7265,22.990999999999996
sample_59,3.555555555555556,1.0185185185185186,68.119,-0.0403835494264105,-0.0988231071835824,2.0,2.270055610029662,1.5504768156519495,1.5504768156519495,0.3484617125293379,0.3484617125293379,0.0,4.480000000000002,1.767356321839081,0.0,0.0,6.923737199690624,0.0,0.0,0.0,6.923737199690624,0.0,0.0,1.0185185185185186,8.925925925925926,5,0,0,1,0,1.7485,25.01099999999999
sample_60,10.033333333333331,0.0624999999999995,100.117,0.1366720688163241,-0.2995372651428887,1.4285714285714286,3.125897657686229,2.1153550716504106,2.1153550716504106,0.4978909578906801,0.4978909578906801,0.3505770451434827,6.339999999999999,2.5023162734229616,9.589074368143644,0.0,20.268296022307258,34.14,0.0,13.847474399381248,0.0,0.0,20.066666666666663,0.0,2.808333333333333,7,0,0,2,0,0.5545,25.97899999999999
sample_61,9.932638888888889,0.2639814814814814,100.117,0.3024395456821245,-0.4616563268663379,2.7142857142857144,3.270055610029662,2.013420005986402,2.013420005986402,0.4044475959273767,0.4044475959273767,0.1762795893042009,6.210000000000001,3.401938579654511,9.53140013787187,0.0,6.923737199690624,26.3,6.606881964512918,12.999757306524504,0.0,0.0,9.932638888888889,0.0,5.034814814814815,7,0,0,2,0,0.7355,26.82999999999999
sample_62,10.071527777777778,0.358796296296296,100.117,0.3296277829557422,-0.462840392071599,2.7142857142857144,3.308060412490447,2.1009536313038994,2.1009536313038994,0.4532631323962854,0.4532631323962854,0.2011844635310912,6.210000000000001,3.401938579654511,9.53140013787187,0.0,6.923737199690624,26.3,6.606881964512918,0.0,0.0,0.0,10.071527777777778,0.0,5.3775462962962965,7,0,0,2,0,0.7354999999999999,26.829999999999988
sample_63,1.5,1.5,70.135,-0.0533059727891157,-0.0533059727891157,0.8,2.5,2.5,2.5,1.2499999999999996,1.2499999999999996,0.883883476483184,3.2,1.44,0.0,0.0,32.10410811463005,0.0,0.0,32.10410811463005,0.0,0.0,0.0,0.0,0.0,5,0,0,0,1,1.9505,23.084999999999997
sample_64,3.5504166666666666,1.1527777777777777,70.13499999999999,-0.0356039482616076,-0.1030831514746518,2.4,2.414213562373095,2.0236033621142733,2.0236033621142733,0.4927992798267443,0.4927992798267443,0.2041241452319314,4.74,3.7400000000000007,0.0,0.0,19.765380445542643,0.0,0.0,6.4208216229260096,6.076020106833881,0.0,0.0,0.0,5.690972222222221,5,0,0,2,0,1.9725,25.10499999999999
sample_65,10.180555555555555,0.342592592592593,86.134,0.1318615217296646,-0.2997406513908195,1.6666666666666667,2.808060412490447,2.325444488791574,2.325444488791574,0.7886751345948128,0.7886751345948128,0.2499999999999999,5.670000000000001,2.884132762312634,4.794537184071822,0.0,26.689117645233267,17.07,18.62488819221696,0.0,13.847474399381248,0.0,10.180555555555555,0.0,3.761574074074074,6,0,0,2,0,1.3755,25.588999999999988
sample_66,10.04375,0.2893518518518521,86.13399999999999,0.1293295322706002,-0.3000312133185154,2.1666666666666665,2.770055610029662,2.2647843170117525,2.2647843170117525,0.6020620726159657,0.6020620726159657,0.3520620726159656,5.670000000000001,2.884132762312634,4.794537184071822,0.0,26.689117645233267,17.07,0.0,0.0,6.923737199690624,0.0,10.04375,0.0,3.615972222222222,6,0,0,2,0,1.3755,25.588999999999988
sample_67,9.56375,0.7326388888888888,86.13399999999999,0.1194900211111074,-0.3034029096435604,2.5,2.914213562373095,2.3510573320459267,2.3510573320459267,0.6755286660229631,0.6755286660229631,0.2874574785652648,5.670000000000001,4.67,4.794537184071822,0.0,26.186202068468653,17.07,0.0,0.0,0.0,0.0,9.56375,0.0,2.0729166666666665,6,0,0,3,0,1.3755,25.588999999999988
sample_68,10.189583333333331,0.1226851851851849,102.133,0.304986319783951,-0.4659767306979968,2.2857142857142856,3.308060412490447,2.4646903780250446,2.4646903780250446,0.5940003396070641,0.5940003396070641,0.2630497103308105,6.47,3.6528153564899446,9.53140013787187,0.0,20.268296022307258,26.3,13.027703587438928,0.0,0.0,0.0,10.189583333333331,0.0,4.067685185185185,7,0,0,2,0,0.9595,26.923999999999985
sample_69,9.487083333333334,0.4492592592592591,102.13299999999998,0.292585345694166,-0.4676277321796983,2.4285714285714284,3.270055610029662,2.323028484228959,2.323028484228959,0.4975997599422482,0.4975997599422482,0.2317337997957946,6.47,3.6528153564899446,9.53140013787187,5.917906046161393,13.847474399381248,26.3,18.997008875390776,0.0,13.847474399381248,0.0,9.487083333333334,0.0,4.982638888888888,7,0,0,3,0,0.8154,26.853999999999985
sample_70,9.647083333333336,0.2048611111111109,101.125,0.0413834403875692,-0.5501718623538444,2.4285714285714284,3.270055610029662,2.468908462243684,2.468908462243684,0.734454231121842,0.734454231121842,0.3211142625940433,6.47,3.6528153564899446,9.901064578912528,0.0,26.186202068468653,40.13,0.0,0.0,6.923737199690624,0.0,9.647083333333336,0.0,1.947361111111111,7,0,0,3,0,-0.0735000000000001,24.53199999999999
sample_71,9.758194444444444,0.3159722222222221,102.13299999999998,0.3028393755682016,-0.4812303907895895,2.4285714285714284,3.270055610029662,2.488391114761732,2.488391114761732,0.7441955573808657,0.7441955573808657,0.3280024204495495,6.47,3.6528153564899446,9.901064578912528,0.0,26.186202068468653,37.3,6.4208216229260096,0.0,6.923737199690624,5.106527394840706,9.758194444444444,0.0,1.975138888888889,7,1,1,3,0,1.2612,27.160799999999988
sample_72,5.380293209876543,0.8272222222222223,106.596,0.0222954012680881,-0.1267169710878523,2.1666666666666665,2.914213562373095,2.474368023098972,3.0088905069238203,0.7371840115494858,1.0044452534619102,0.3444911182523067,6.289999999999999,5.29,0.0,0.0,26.186202068468653,0.0,0.0,19.26246486877803,0.0,11.600939890232516,0.0,0.0,2.1731635802469134,6,0,0,3,0,2.415400000000001,30.244999999999987
sample_73,2.2222222222222223,0.8842592592592591,72.151,-0.0473949256098791,-0.0651384089973608,1.6,2.270055610029662,2.270055610029662,2.270055610029662,0.816496580927726,0.816496580927726,0.0,5.0,2.25,0.0,5.917906046161393,27.19203322199788,0.0,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,6.643518518518518,5,0,0,1,0,2.0524,25.12899999999999
sample_74,2.1875,0.5,72.151,-0.041101548149035,-0.0604381484947051,0.8,2.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,5.41499046939678,27.694948798762496,0.0,5.41499046939678,0.0,0.0,0.0,0.0,0.5,8.75,5,0,0,0,0,2.0524,25.12899999999999
sample_75,2.211805555555556,1.34375,72.151,-0.0538313154318367,-0.0653825553793841,1.4,2.414213562373095,2.414213562373095,2.414213562373095,0.7071067811865474,0.7071067811865474,0.3535533905932737,5.0,4.0,0.0,0.0,33.10993926815928,0.0,0.0,19.26246486877803,0.0,0.0,0.0,0.0,4.423611111111111,5,0,0,2,0,2.1965000000000003,25.19899999999999
sample_76,8.33476851851852,0.3298611111111111,88.14999999999999,0.0456023293895499,-0.3960991949947389,2.1666666666666665,2.808060412490447,2.417181397320737,2.417181397320737,1.0085970557673118,1.0085970557673118,0.1290994448735805,5.959999999999999,3.1616129032258065,5.106527394840706,5.917906046161393,20.268296022307258,20.23,12.52478801067431,0.0,6.923737199690624,5.106527394840706,0.0,0.0,4.427962962962964,6,1,1,2,0,1.0248,26.54079999999999
sample_77,8.82638888888889,0.4583333333333332,88.14999999999998,0.0588698614905335,-0.3904828518322725,1.6666666666666667,2.5606601717798214,2.2842669695298,2.2842669695298,0.8652206641949665,0.8652206641949665,0.0,5.959999999999999,1.6056599286563615,5.106527394840706,0.0,32.79308403298157,20.23,0.0,0.0,6.923737199690624,5.106527394840706,0.0,-0.4583333333333332,5.555555555555555,6,1,1,1,0,1.1673,26.58879999999999
sample_78,8.236666666666666,0.3310185185185186,88.14999999999999,0.0432963113978193,-0.3963660786745106,2.0,2.770055610029662,2.3791765948599526,2.3791765948599526,0.7064497140632062,0.7064497140632062,0.2581988897471611,5.959999999999999,3.1616129032258065,5.106527394840706,5.917906046161393,20.268296022307258,20.23,12.52478801067431,0.0,0.0,5.106527394840706,0.0,0.0,4.517962962962963,6,1,1,2,0,1.0248,26.54079999999999
sample_79,8.62962962962963,0.1481481481481483,88.14999999999999,0.0534509591006451,-0.3931521332311514,1.3333333333333333,2.6427344100918364,2.323583030649372,2.323583030649372,0.9648090636666388,0.9648090636666388,0.0,5.959999999999999,2.189674338993739,5.106527394840706,5.917906046161393,26.875177986820173,20.23,5.917906046161393,0.0,13.847474399381248,5.106527394840706,0.0,0.0,5.777777777777778,6,1,1,1,0,1.0232,26.518799999999988
sample_80,8.19736111111111,0.355,88.14999999999999,0.0430522334535721,-0.3963765707960063,2.1666666666666665,2.914213562373095,2.523334547203385,2.523334547203385,0.7616672736016925,0.7616672736016925,0.3618033988749893,5.959999999999999,4.960000000000001,5.106527394840706,0.0,26.186202068468653,20.23,6.606881964512918,6.4208216229260096,0.0,5.106527394840706,0.0,0.0,2.475694444444444,6,1,1,3,0,1.1689,26.61079999999999
sample_81,8.55236111111111,0.101851851851852,88.14999999999999,0.0511565596161462,-0.3934194524776185,2.1666666666666665,2.770055610029662,2.4509042305871973,2.4509042305871973,0.7064497140632062,0.7064497140632062,0.4177745794683934,5.959999999999999,3.1616129032258065,5.106527394840706,0.0,32.79308403298157,20.23,0.0,0.0,6.923737199690624,5.106527394840706,0.0,0.0,3.87125,6,1,1,2,0,1.1673,26.58879999999999
sample_82,8.666666666666668,0.0648148148148151,88.15,0.0534592799880468,-0.3931530406217646,1.6666666666666667,2.808060412490447,2.488909033047982,2.488909033047982,0.9424986408597364,0.9424986408597364,0.2886751345948128,5.959999999999999,3.1616129032258065,5.106527394840706,0.0,32.79308403298157,20.23,0.0,0.0,13.847474399381248,5.106527394840706,0.0,0.0,3.960648148148148,6,1,1,2,0,1.1673,26.58879999999999
sample_83,8.434027777777779,0.0451388888888888,104.149,0.0503578172046814,-0.3957293965497394,1.4285714285714286,3.121320343559643,2.339562313220223,2.339562313220223,0.8560623297836547,0.8560623297836547,0.0499999999999999,6.92,2.28455463728191,10.213054789681411,5.41499046939678,13.847474399381248,40.46,0.0,0.0,0.0,10.213054789681411,0.0,-0.3055555555555553,3.6875,7,2,2,2,0,-0.0028,27.95259999999999
sample_84,8.21125,0.25,104.149,0.0430538631503625,-0.3963765571479563,1.4285714285714286,3.414213562373095,2.6324555320336755,2.6324555320336755,0.8162277660168377,0.8162277660168377,0.4003834930466157,6.92,5.92,10.213054789681411,0.0,19.26246486877803,40.46,0.0,0.0,0.0,10.213054789681411,0.0,0.0,0.5,7,2,2,4,0,0.1413,28.022599999999983
sample_85,5.576728395061728,0.6057098765432103,147.00399999999996,0.0591803442783615,-0.082713195464924,1.5,3.804530452640311,2.205314742198853,2.961243688217308,0.8243725893430109,1.580281080632774,0.4392945764211885,5.9282051282051285,2.381840899625156,0.0,0.0,0.0,0.0,10.045266627482652,0.0,12.13273413692322,23.20187978046503,0.0,0.0,0.0,8,0,0,0,1,2.9934000000000003,36.46200000000001
sample_86,3.31125,1.1342592592592595,157.01,0.0174752825114365,-0.0621899905650267,1.8571428571428568,3.393846850117352,2.099665839027573,2.8926641085849254,0.7331105593517154,1.2617760723899505,0.4146671044330672,4.849253731343284,2.123680215888008,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534230805,0.0,0.0,0.0,0.0,7,0,0,0,1,2.4491000000000005,34.142
sample_87,5.53969135802469,0.7939814814814818,112.55899999999995,0.0405484408941986,-0.0843444765249014,1.8571428571428568,3.393846850117352,2.099665839027573,2.477630312036801,0.7331105593517154,0.9850868746912004,0.4146671044330672,4.663609831029186,1.9871232675119368,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534230805,11.600939890232516,0.0,0.0,0.0,7,0,0,0,1,2.34,31.452
sample_88,2.0,2.0,78.11399999999999,-0.0622685707820924,-0.0622685707820924,0.6666666666666666,3.0,2.0000000000000004,2.0000000000000004,0.6666666666666671,0.6666666666666671,0.3849001794597507,3.411570881226053,1.6057694396735218,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241076966,0.0,0.0,0.0,0.0,6,0,0,0,1,1.6866,26.441999999999997
sample_89,8.632222222222222,0.3217592592592597,94.113,0.1150748194752798,-0.5079669948663066,1.8571428571428568,3.393846850117352,2.134290400272939,2.134290400272939,0.756193600181959,0.756193600181959,0.4279941042701234,4.18611295681063,1.6461962159398054,5.106527394840706,0.0,0.0,20.23,5.749511833283905,0.0,6.06636706846161,5.106527394840706,0.0,0.0,0.0,7,1,1,0,1,1.3922,28.106799999999996
sample_90,8.645555555555555,0.1692592592592594,110.11199999999998,0.1153459512752557,-0.5079622369103997,1.25,3.787693700234704,2.2685808005458763,2.2685808005458763,0.8497092431263894,0.8497092431263894,0.4526323993409725,4.966627565982405,1.738120536196338,10.213054789681411,0.0,0.0,40.46,0.0,24.26546827384644,0.0,10.213054789681411,0.0,0.0,0.0,8,2,2,0,1,1.0978,29.7716
