,MaxEStateIndex,MinAbsEStateIndex,MolWt,HeavyAtomMolWt,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,Chi3n,Chi3v,Ipc,Kappa3,PEOE_VSA1,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA6,SlogP_VSA5,TPSA,EState_VSA5,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,HeavyAtomCount,NOCount,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms
sample_51,4.833333333333333,0.84375,74.123,64.04299999999999,-0.3820258357826421,0.3820258357826421,0.0437084125246928,1.2,1.6,2.19060968716425,0.408248290463863,0.408248290463863,11.245112497836532,3.96,4.736862953800049,13.847474399381248,13.213763929025836,0.0,0.0,13.213763929025836,13.847474399381248,9.23,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,1,0,1
sample_52,8.143518518518519,0.3055555555555556,74.12299999999999,64.04299999999999,-0.396109843837469,0.396109843837469,0.0453488037875541,1.6,1.8,2.5395388613593903,0.3651483716701107,0.3651483716701107,9.65148445440323,3.96,5.106527394840706,5.917906046161393,6.606881964512918,0.0,0.0,6.606881964512918,13.847474399381248,20.23,0.0,8.143518518518519,0.0,0.4398148148148146,0.0,0.0,5,1,0,1,1,1
sample_53,8.39236111111111,0.0810185185185186,90.122,80.04199999999999,-0.396275121728833,0.396275121728833,0.053349575080525,1.6666666666666667,2.1666666666666665,2.6272148478988635,0.546874024341974,0.546874024341974,14.834466856136649,3.92,10.213054789681411,13.344558822616634,6.606881964512918,6.103966387748303,0.0,6.606881964512918,13.344558822616634,40.46,0.0,16.469027777777775,0.0,0.0,0.0,0.1342592592592588,6,2,0,2,2,2
sample_54,5.139027777777778,0.84375,73.139,62.051,-0.3304736813706357,0.3304736813706357,0.0077376425064202,1.6,2.2,2.19060968716425,0.5576775358252052,0.5576775358252052,11.245112497836532,3.96,5.733667477162185,12.965578028838586,0.0,0.0,0.0,6.544756405912575,19.765380445542643,26.02,12.84164324585202,0.0,5.139027777777778,0.0,0.0,2.3854166666666665,5,1,0,1,1,1
sample_55,3.111111111111111,1.09375,73.139,62.05099999999999,-0.317281591027501,0.317281591027501,0.0077513611275276,1.2,1.6,2.19060968716425,0.4999999999999999,0.4999999999999999,11.245112497836532,3.96,5.316788604006331,13.08951281182515,0.0,0.0,0.0,13.08951281182515,13.847474399381248,12.03,0.0,3.111111111111111,0.0,0.0,0.0,0.0,5,1,0,1,1,1
sample_56,5.171296296296296,0.6620370370370369,73.139,62.051,-0.3302183383951626,0.3302183383951626,0.0054138921415613,1.6,1.8,2.5395388613593903,0.4714045207910317,0.4714045207910317,9.65148445440323,3.96,5.733667477162185,12.462662452073968,0.0,0.0,0.0,6.544756405912575,13.847474399381248,26.02,0.0,0.0,5.171296296296296,0.6620370370370369,0.0,0.0,5,1,0,1,1,1
sample_57,3.7847222222222223,1.75,79.10199999999998,74.062,-0.264736970888988,0.264736970888988,0.0267287682952611,0.8333333333333334,1.6666666666666667,3.000000000000001,0.5664874085517706,0.5664874085517706,34.3994618804395,0.5490008483363183,0.0,12.13273413692322,12.393687143226153,0.0,0.0,0.0,0.0,12.89,0.0,0.0,0.0,0.0,5.715277777777778,3.5,6,1,1,1,0,1
sample_58,2.236111111111111,1.3194444444444444,68.119,60.05499999999999,-0.0885278779288748,0.0885278779288748,0.0347785626624406,1.0,1.8,2.3238508690240818,0.9082482904638628,0.9082482904638628,22.88643538696057,0.5039801313892006,0.0,19.26246486877803,0.0,0.0,0.0,0.0,19.26246486877803,0.0,19.26246486877803,0.0,0.0,0.0,0.0,8.5,5,0,0,0,0,0
sample_59,3.555555555555556,1.0185185185185186,68.119,60.05499999999999,-0.0988231071835824,0.0988231071835824,0.0403835494264105,1.8,2.0,3.204805417886435,0.3484617125293379,0.3484617125293379,9.65148445440323,3.480000000000002,0.0,6.923737199690624,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,1.0185185185185186,0.0,0.0,1.7222222222222223,5,0,0,0,0,0
sample_60,10.033333333333331,0.0624999999999995,100.117,92.05299999999998,-0.2995372651428887,0.2995372651428887,0.1366720688163241,1.1428571428571428,1.4285714285714286,3.318019590380522,0.4978909578906801,0.4978909578906801,19.093583929800843,5.34,0.0,13.847474399381248,0.0,6.4208216229260096,11.566489892729878,0.0,20.268296022307258,34.14,13.847474399381248,0.0,0.0,-0.1249999999999993,0.0,0.0833333333333332,7,2,0,2,0,2
sample_61,9.932638888888889,0.2639814814814814,100.117,92.053,-0.4616563268663379,0.4616563268663379,0.3024395456821245,2.0,2.7142857142857144,2.967052883269776,0.4044475959273767,0.4044475959273767,29.01955000865388,5.21,4.736862953800049,0.0,6.923737199690624,0.0,5.969305287951849,6.606881964512918,6.923737199690624,26.3,12.999757306524504,0.0,0.0,-0.2639814814814814,0.0,1.5291666666666668,7,2,0,2,0,2
sample_62,10.071527777777778,0.358796296296296,100.117,92.053,-0.462840392071599,0.462840392071599,0.3296277829557422,2.0,2.7142857142857144,3.172899533850818,0.4532631323962854,0.4532631323962854,31.916635235956917,3.0288906629955825,4.736862953800049,6.923737199690624,6.076020106833881,6.606881964512918,5.969305287951849,6.606881964512918,6.923737199690624,26.3,0.0,0.0,0.0,-0.358796296296296,0.0,1.1423611111111112,7,2,0,2,0,2
sample_63,1.5,1.5,70.135,60.05499999999999,-0.0533059727891157,0.0533059727891157,0.0533059727891157,0.4,0.8,2.083333333333333,1.2499999999999996,1.2499999999999996,22.88643538696057,0.64,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,32.10410811463005,0.0,0.0,0.0,0.0,7.5,5,0,0,0,0,0
sample_64,3.5504166666666666,1.1527777777777777,70.13499999999999,60.05499999999999,-0.1030831514746518,0.1030831514746518,0.0356039482616076,1.8,2.4,2.4017152226171965,0.4927992798267443,0.4927992798267443,11.245112497836532,3.740000000000001,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,19.765380445542643,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,4.309027777777778,5,0,0,0,0,0
sample_65,10.180555555555555,0.342592592592593,86.134,76.054,-0.2997406513908195,0.2997406513908195,0.1318615217296646,1.3333333333333333,1.6666666666666667,2.9881608821342693,0.7886751345948128,0.7886751345948128,19.80026905978025,1.9424795640326973,0.0,0.0,12.84164324585202,0.0,5.783244946364939,0.0,26.689117645233267,17.07,0.0,0.0,0.0,0.342592592592593,0.0,1.3819444444444442,6,1,0,1,0,1
sample_66,10.04375,0.2893518518518521,86.13399999999999,76.05399999999999,-0.3000312133185154,0.3000312133185154,0.1293295322706002,1.6666666666666667,2.1666666666666665,2.831257109931365,0.6020620726159657,0.6020620726159657,14.834466856136649,3.67,4.794537184071822,13.344558822616634,6.4208216229260096,0.0,5.783244946364939,0.0,26.689117645233267,17.07,0.0,0.0,0.0,0.2893518518518521,0.0,1.7175925925925926,6,1,0,1,0,1
sample_67,9.56375,0.7326388888888888,86.13399999999999,76.05399999999999,-0.3034029096435604,0.3034029096435604,0.1194900211111074,1.6666666666666667,2.5,2.4884037718761123,0.6755286660229631,0.6755286660229631,20.986300857070454,3.67,4.794537184071822,6.4208216229260096,6.4208216229260096,0.0,6.286160523129555,0.0,26.186202068468653,17.07,0.0,0.0,0.0,0.0,0.0,3.863333333333333,6,1,0,1,0,1
sample_68,10.189583333333331,0.1226851851851849,102.133,92.05299999999998,-0.4659767306979968,0.4659767306979968,0.304986319783951,1.5714285714285714,2.2857142857142856,3.002590528674132,0.5940003396070641,0.5940003396070641,31.916635235956917,3.2963341491124023,4.736862953800049,6.923737199690624,6.4208216229260096,6.606881964512918,5.969305287951849,6.606881964512918,20.268296022307258,26.3,0.0,0.0,0.0,-0.1226851851851849,0.0,0.48,7,2,0,2,0,2
sample_69,9.487083333333334,0.4492592592592591,102.13299999999998,92.05299999999998,-0.4676277321796983,0.4676277321796983,0.292585345694166,1.7142857142857142,2.4285714285714284,2.8099823316091586,0.4975997599422482,0.4975997599422482,29.01955000865388,5.47,4.736862953800049,5.917906046161393,0.0,6.606881964512918,6.472220864716464,6.606881964512918,13.847474399381248,26.3,0.0,0.0,0.0,0.4492592592592591,0.0,0.0,7,2,0,2,0,2
sample_70,9.647083333333336,0.2048611111111109,101.125,92.05299999999998,-0.5501718623538444,0.5501718623538444,0.0413834403875692,1.7142857142857142,2.4285714285714284,2.8219389370591843,0.734454231121842,0.734454231121842,29.01955000865388,5.47,9.901064578912528,12.84164324585202,5.969305287951849,0.0,5.969305287951849,0.0,26.186202068468653,40.13,0.0,9.647083333333336,0.0,-0.9427314814814808,0.0,1.86787037037037,7,2,0,2,0,2
sample_71,9.758194444444444,0.3159722222222221,102.13299999999998,92.05299999999998,-0.4812303907895895,0.4812303907895895,0.3028393755682016,1.7142857142857142,2.4285714285714284,2.8219389370591843,0.7441955573808657,0.7441955573808657,29.01955000865388,5.47,5.106527394840706,6.4208216229260096,6.4208216229260096,0.0,5.969305287951849,0.0,26.186202068468653,37.3,0.0,8.044583333333334,0.0,-0.6927314814814809,0.0,2.081481481481481,7,2,0,1,1,2
sample_72,5.380293209876543,0.8272222222222223,106.596,95.508,-0.1267169710878523,0.1267169710878523,0.0222954012680881,1.3333333333333333,2.1666666666666665,2.3390923149762908,0.7371840115494858,1.0044452534619102,20.986300857070454,4.29,0.0,6.4208216229260096,5.880003444970339,0.0,11.600939890232516,5.880003444970339,26.186202068468653,0.0,19.26246486877803,0.0,0.0,0.8272222222222223,0.0,3.730432098765432,6,0,0,0,0,1
sample_73,2.2222222222222223,0.8842592592592591,72.151,60.05499999999999,-0.0651384089973608,0.0651384089973608,0.0473949256098791,1.4,1.6,2.5395388613593908,0.816496580927726,0.816496580927726,9.65148445440323,4.0,0.0,5.917906046161393,0.0,0.0,0.0,0.0,27.19203322199788,0.0,6.4208216229260096,0.0,0.0,0.8842592592592591,0.0,1.3055555555555556,5,0,0,0,0,0
sample_74,2.1875,0.5,72.151,60.05499999999999,-0.0604381484947051,0.0604381484947051,0.041101548149035,0.8,0.8,3.0237157840738176,0.0,0.0,3.6096404744368114,0.0,0.0,5.41499046939678,0.0,0.0,0.0,0.0,27.694948798762496,0.0,0.0,0.0,0.5,0.0,0.0,0.0,5,0,0,0,0,0
sample_75,2.211805555555556,1.34375,72.151,60.05499999999999,-0.0653825553793841,0.0653825553793841,0.0538313154318367,1.0,1.4,2.19060968716425,0.7071067811865474,0.7071067811865474,11.245112497836532,4.0,0.0,0.0,0.0,0.0,0.0,0.0,33.10993926815928,0.0,19.26246486877803,0.0,0.0,0.0,0.0,4.076388888888889,5,0,0,0,0,0
sample_76,8.33476851851852,0.3298611111111111,88.14999999999999,76.05399999999999,-0.3960991949947389,0.3960991949947389,0.0456023293895499,1.6666666666666667,2.1666666666666665,2.7541847860376616,1.0085970557673118,1.0085970557673118,19.80026905978025,2.212525252525253,5.106527394840706,5.917906046161393,6.606881964512918,0.0,0.0,6.606881964512918,20.268296022307258,20.23,0.0,8.33476851851852,0.0,0.4907407407407405,0.0,1.0798611111111112,6,1,0,1,1,1
sample_77,8.82638888888889,0.4583333333333332,88.14999999999998,76.05399999999999,-0.3904828518322725,0.3904828518322725,0.0588698614905335,1.5,1.6666666666666667,3.168489872670569,0.8652206641949665,0.8652206641949665,12.16479703638053,3.96,5.106527394840706,20.268296022307258,0.0,5.601050810983688,0.0,0.0,27.19203322199788,20.23,0.0,8.82638888888889,-0.4583333333333332,0.0,0.0,0.8263888888888888,6,1,0,1,1,1
sample_78,8.236666666666666,0.3310185185185186,88.14999999999999,76.05399999999999,-0.3963660786745106,0.3963660786745106,0.0432963113978193,1.5,2.0,2.6272148478988635,0.7064497140632062,0.7064497140632062,14.834466856136649,3.96,5.106527394840706,12.338727669087405,6.606881964512918,0.0,0.0,6.606881964512918,20.268296022307258,20.23,0.0,8.236666666666666,0.0,0.6481481481481479,0.0,0.9305555555555556,6,1,0,1,1,1
sample_79,8.62962962962963,0.1481481481481483,88.14999999999999,76.05399999999999,-0.3931521332311514,0.3931521332311514,0.0534509591006451,1.1666666666666667,1.3333333333333333,2.993497243478473,0.9648090636666388,0.9648090636666388,13.609640474436812,2.212525252525253,5.106527394840706,12.841643245852016,0.0,6.103966387748303,0.0,0.0,20.771211599071872,20.23,0.0,8.62962962962963,0.0,0.4074074074074072,0.0,-0.1481481481481483,6,1,0,1,1,1
sample_80,8.19736111111111,0.355,88.14999999999999,76.05399999999999,-0.3963765707960063,0.3963765707960063,0.0430522334535721,1.3333333333333333,2.1666666666666665,2.3390923149762908,0.7616672736016925,0.7616672736016925,20.986300857070454,3.96,5.106527394840706,6.4208216229260096,6.606881964512918,0.0,0.0,6.606881964512918,26.186202068468653,20.23,6.4208216229260096,8.19736111111111,0.0,0.0,0.0,3.3269444444444445,6,1,0,1,1,1
sample_81,8.55236111111111,0.101851851851852,88.14999999999999,76.05399999999999,-0.3934194524776185,0.3934194524776185,0.0511565596161462,1.6666666666666667,2.1666666666666665,2.6272148478988635,0.7064497140632062,0.7064497140632062,14.834466856136649,3.96,5.106527394840706,13.344558822616634,0.0,6.103966387748303,0.0,0.0,26.689117645233267,20.23,0.0,8.55236111111111,0.0,0.0,0.0,1.9097222222222223,6,1,0,1,1,1
sample_82,8.666666666666668,0.0648148148148151,88.15,76.054,-0.3931530406217646,0.3931530406217646,0.0534592799880468,1.3333333333333333,1.6666666666666667,2.7541847860376616,0.9424986408597364,0.9424986408597364,19.80026905978025,2.212525252525253,5.106527394840706,12.84164324585202,0.0,6.103966387748303,0.0,0.0,26.689117645233267,20.23,0.0,8.666666666666668,0.0,0.0,0.0,1.7060185185185184,6,1,0,1,1,1
sample_83,8.434027777777779,0.0451388888888888,104.149,92.05299999999998,-0.3957293965497394,0.3957293965497394,0.0503578172046814,1.1428571428571428,1.4285714285714286,3.3604351426960584,0.8560623297836547,0.8560623297836547,26.838740541269832,2.595675675675676,10.213054789681411,0.0,5.41499046939678,13.213763929025836,0.0,13.213763929025836,13.847474399381248,40.46,0.0,16.868055555555557,-0.3055555555555553,0.0,0.0,0.0,7,2,0,2,2,2
sample_84,8.21125,0.25,104.149,92.05299999999998,-0.3963765571479563,0.3963765571479563,0.0430538631503625,0.7142857142857143,1.4285714285714286,2.447472887876344,0.8162277660168377,0.8162277660168377,35.509609925153406,5.920000000000001,10.213054789681411,19.26246486877803,13.213763929025836,0.0,0.0,13.213763929025836,19.26246486877803,40.46,0.0,16.4225,0.0,0.0,0.0,2.5775,7,2,0,2,2,2
sample_85,5.576728395061728,0.6057098765432103,147.00399999999996,142.97199999999998,-0.082713195464924,0.082713195464924,0.0591803442783615,0.875,1.5,3.134861511345448,0.8243725893430109,1.580281080632774,72.49526582754562,1.1456790123456788,0.0,12.13273413692322,0.0,10.045266627482652,23.20187978046503,0.0,0.0,0.0,0.0,1.2114197530864206,0.0,0.0,7.190679012345679,0.0,8,0,1,0,0,2
sample_86,3.31125,1.1342592592592595,157.01,151.96999999999997,-0.0621899905650267,0.0621899905650267,0.0174752825114365,1.0,1.8571428571428568,3.0214653097240864,0.7331105593517154,1.2617760723899505,47.19725257297226,1.3161241356046551,0.0,12.13273413692322,4.472719515832414,0.0,15.929943897949348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.971157407407407,0.0,7,0,1,0,0,1
sample_87,5.53969135802469,0.7939814814814818,112.55899999999995,107.51899999999998,-0.0843444765249014,0.0843444765249014,0.0405484408941986,1.0,1.8571428571428568,3.0214653097240864,0.7331105593517154,0.9850868746912004,47.19725257297226,1.2036104723218577,0.0,12.13273413692322,5.022633313741326,0.0,11.600939890232516,0.0,0.0,0.0,0.0,0.7939814814814818,0.0,0.0,9.444104938271606,0.0,7,0,1,0,0,1
sample_88,2.0,2.0,78.11399999999999,72.06599999999999,-0.0622685707820924,0.0622685707820924,0.0622685707820924,0.3333333333333333,0.6666666666666666,3.000000000000001,0.6666666666666671,0.6666666666666671,34.3994618804395,0.5823992601400448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6,0,1,0,0,0
sample_89,8.632222222222222,0.3217592592592597,94.113,88.06499999999998,-0.5079669948663066,0.5079669948663066,0.1150748194752798,1.0,1.8571428571428568,3.0214653097240864,0.756193600181959,0.756193600181959,47.19725257297226,0.9290591797144502,5.106527394840706,12.13273413692322,0.0,0.0,0.0,0.0,0.0,20.23,0.0,8.632222222222222,0.0,0.3217592592592597,8.712685185185185,0.0,7,1,1,1,1,1
sample_90,8.645555555555555,0.1692592592592594,110.11199999999998,104.06399999999998,-0.5079622369103997,0.5079622369103997,0.1153459512752557,0.75,1.25,3.0324555320336755,0.8497092431263894,0.8497092431263894,70.79892376087899,0.90414189560934,10.213054789681411,24.26546827384644,0.0,0.0,0.0,0.0,0.0,40.46,24.26546827384644,17.29111111111111,0.0,0.3385185185185191,5.703703703703704,0.0,8,2,1,2,2,2
sample_91,5.357777777777778,0.8217592592592595,93.129,86.07299999999998,-0.3987288294865909,0.3987288294865909,0.0313475925912186,1.0,1.8571428571428568,3.0214653097240864,0.7995724914118484,0.7995724914118484,47.19725257297226,0.9290591797144502,5.733667477162185,12.13273413692322,5.687386274683562,0.0,5.687386274683562,5.733667477162185,0.0,26.02,0.0,0.0,6.179537037037037,0.0,9.48712962962963,0.0,7,1,1,1,1,1
sample_92,3.979166666666667,1.0717592592592595,93.129,86.073,-0.2616124249449184,0.2616124249449184,0.0372146527339204,1.4285714285714286,2.571428571428572,3.0214653097240864,0.8127753618486622,0.8127753618486622,47.19725257297226,0.9995769964301436,0.0,19.056471336613843,11.890771566461538,0.0,0.0,0.0,5.693927994848461,12.89,0.0,0.0,1.0717592592592595,0.0,5.856481481481482,1.787037037037037,7,1,1,1,0,1
sample_93,8.032678571428571,0.585,108.144,100.07999999999998,-0.1983473870429581,0.1983473870429581,0.0621251094438701,0.875,1.5,2.7739011632941284,0.8271601883432526,0.8271601883432526,61.4996122651069,4.980000000000001,0.0,12.84164324585202,12.84164324585202,12.138442625584547,0.0,0.0,25.68328649170404,47.58,0.0,16.065357142857142,0.0,0.0,4.034365079365079,2.9002777777777777,8,2,0,2,0,2
sample_94,2.267361111111111,1.3194444444444444,82.146,72.06599999999999,-0.0885390926211166,0.0885390926211166,0.0350625096766017,0.8333333333333334,1.5,2.2551447208210704,1.158248290463863,1.158248290463863,34.3994618804395,0.8522145467348156,0.0,25.68328649170404,0.0,0.0,0.0,0.0,25.68328649170404,0.0,25.68328649170404,0.0,0.0,0.0,0.0,10.0,6,0,0,0,0,0
sample_95,10.463055555555556,0.4641203703703709,98.145,88.06499999999998,-0.2997179089731855,0.2997179089731855,0.132411327598581,1.0,1.8571428571428568,2.2495440947344707,1.4112309264184788,1.4112309264184788,47.19725257297226,1.298148750019123,0.0,12.84164324585202,12.84164324585202,0.0,5.783244946364939,0.0,32.10410811463005,17.07,6.4208216229260096,0.0,0.0,0.4641203703703709,0.0,5.239490740740741,7,1,0,1,0,1
sample_96,10.17777777777778,0.1250000000000004,98.145,88.06499999999998,-0.2951827654226325,0.2951827654226325,0.1520474263569204,1.2857142857142858,1.7142857142857142,3.679228031962392,0.4919382669910984,0.4919382669910984,19.093583929800843,5.409999999999999,0.0,26.847231705905752,0.0,0.0,5.783244946364939,0.0,20.771211599071872,17.07,0.0,0.0,1.0625000000000002,0.1250000000000004,0.0,1.6111111111111112,7,1,0,1,0,1
sample_97,1.5,1.5,84.162,72.06599999999999,-0.0533059727891157,0.0533059727891157,0.0533059727891157,0.3333333333333333,0.6666666666666666,2.0,1.4999999999999996,1.4999999999999996,34.3994618804395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,38.524929737556064,0.0,0.0,0.0,0.0,9.0,6,0,0,0,0,0
sample_98,3.7546296296296298,0.6574074074074072,84.16199999999999,72.06599999999999,-0.0998815001774904,0.0998815001774904,0.0265575612334346,1.5,1.6666666666666667,3.2575861612334887,0.9855985596534887,0.9855985596534887,13.609640474436812,2.0073796791443854,0.0,12.841643245852016,0.0,0.0,0.0,0.0,20.771211599071872,0.0,5.573104530069267,0.0,1.2592592592592595,0.6574074074074072,0.0,0.0,6,0,0,0,0,0
sample_99,2.1203703703703702,1.425925925925926,84.16199999999999,72.06599999999999,-0.0777875028816461,0.0777875028816461,0.0439638096280874,0.6666666666666666,0.8333333333333334,3.675948764555208,1.0,1.0,13.609640474436812,2.0073796791443854,0.0,27.694948798762496,0.0,0.0,0.0,0.0,27.694948798762496,0.0,11.146209060138537,0.0,2.851851851851852,0.0,0.0,0.0,6,0,0,0,0,0
sample_100,3.7916666666666665,1.1354166666666663,84.16199999999999,72.06599999999999,-0.0998823852341151,0.0998823852341151,0.0351687680057412,1.3333333333333333,1.6666666666666667,2.98816088213427,0.9999999999999998,0.9999999999999998,19.80026905978025,2.0073796791443854,0.0,12.84164324585202,0.0,0.0,0.0,0.0,26.689117645233267,0.0,5.573104530069267,0.0,1.3425925925925928,0.0,0.0,2.270833333333333,6,0,0,0,0,0
sample_101,3.5981944444444443,1.1770833333333337,84.16199999999999,72.06599999999999,-0.1030829803040114,0.1030829803040114,0.035351360605688,1.6666666666666667,2.5,2.488403771876112,0.7618016810571366,0.7618016810571366,20.986300857070454,3.7400000000000007,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,26.186202068468653,0.0,19.26246486877803,0.0,0.0,0.0,0.0,5.717777777777778,6,0,0,0,0,0
sample_102,2.180555555555556,1.2326388888888888,84.162,72.06599999999999,-0.091664372222574,0.091664372222574,0.0353464583027834,1.5,2.333333333333333,2.658099936249019,0.6910440616569955,0.6910440616569955,20.986300857070454,3.7400000000000007,0.0,13.344558822616634,0.0,0.0,0.0,0.0,26.689117645233267,0.0,12.84164324585202,0.0,0.0,0.0,0.0,6.768194444444444,6,0,0,0,0,0
sample_103,2.180555555555556,1.2326388888888888,84.162,72.06599999999999,-0.091664372222574,0.091664372222574,0.0353464583027834,1.5,2.333333333333333,2.658099936249019,0.6910440616569955,0.6910440616569955,20.986300857070454,3.7400000000000007,0.0,13.344558822616634,0.0,0.0,0.0,0.0,26.689117645233267,0.0,12.84164324585202,0.0,0.0,0.0,0.0,6.768194444444444,6,0,0,0,0,0
sample_104,2.3402777777777777,1.0462962962962965,84.162,72.06599999999999,-0.062509722834086,0.062509722834086,0.0442800728356319,1.1666666666666667,1.8333333333333333,2.184105569636068,1.6438468501173518,1.6438468501173518,33.548875021634686,0.7346938775510204,0.0,5.917906046161393,0.0,0.0,0.0,0.0,32.60702369139466,0.0,25.68328649170404,0.0,0.0,1.0462962962962965,0.0,5.94675925925926,6,0,0,0,0,0
sample_105,3.744861111111111,1.1805555555555556,84.16199999999999,72.06599999999999,-0.1001411052091167,0.1001411052091167,0.0328395489916194,1.6666666666666667,2.1666666666666665,2.8312571099313644,0.6767766952966368,0.6767766952966368,14.834466856136649,3.7400000000000007,0.0,13.344558822616634,0.0,0.0,0.0,0.0,26.689117645233267,0.0,18.414747775921285,0.0,1.289351851851852,0.0,0.0,2.412037037037037,6,0,0,0,0,0
sample_106,3.600833333333333,0.7800925925925924,84.16199999999999,72.06599999999999,-0.1030730046190965,0.1030730046190965,0.033016380540785,1.6666666666666667,2.1666666666666665,2.8141442217770294,0.6380711874576984,0.6380711874576984,14.834466856136649,3.7400000000000007,0.0,12.338727669087405,0.0,0.0,0.0,0.0,20.268296022307258,0.0,0.0,0.0,0.0,0.7800925925925924,0.0,3.087962962962963,6,0,0,0,0,0
sample_107,4.837777777777777,0.8194444444444444,100.161,88.06499999999998,-0.5018186780452695,0.5018186780452695,0.0872426461689126,1.7142857142857142,2.857142857142857,2.558780869327957,0.733593218286196,0.733593218286196,35.509609925153406,5.539999999999999,4.736862953800049,6.4208216229260096,0.0,12.868962412933708,0.0,6.606881964512918,19.765380445542643,9.23,12.6829020713468,0.0,0.0,0.0,0.0,3.801111111111111,7,1,0,1,0,1
sample_108,8.909166666666668,0.035879629629629,100.161,88.06499999999998,-0.3931313824678402,0.3931313824678402,0.0539847748448125,1.0,1.8571428571428568,2.1229179499593664,1.574695470674887,1.574695470674887,47.19725257297226,1.4750627509406329,5.106527394840706,12.84164324585202,0.0,6.103966387748303,0.0,0.0,32.10410811463005,20.23,19.26246486877803,8.909166666666668,0.0,0.0,0.0,5.924166666666667,7,1,0,1,1,1
sample_109,10.202638888888888,0.3072685185185186,100.161,88.06499999999998,-0.3000310249948769,0.3000310249948769,0.1293397726031704,1.5714285714285714,2.2857142857142856,2.8219389370591843,0.8823921585058763,0.8823921585058763,29.01955000865388,5.669999999999999,4.794537184071822,13.344558822616634,6.4208216229260096,0.0,5.783244946364939,0.0,33.10993926815928,17.07,0.0,0.0,0.0,0.3072685185185186,0.0,2.935925925925926,7,1,0,1,0,1
sample_110,10.254166666666666,0.2870370370370374,100.161,88.06499999999998,-0.3000199627172533,0.3000199627172533,0.1295951211737157,1.5714285714285714,2.0,3.126006652390634,0.6957057690291278,0.6957057690291278,19.093583929800843,5.669999999999999,4.794537184071822,12.841643245852016,6.4208216229260096,0.0,5.783244946364939,0.0,27.19203322199788,17.07,0.0,0.0,0.0,0.8125000000000002,0.0,0.7222222222222221,7,1,0,1,0,1
sample_111,10.420833333333334,0.0879629629629625,116.15999999999998,104.06399999999998,-0.4659693345182679,0.4659693345182679,0.3052568056177093,1.5,2.5,3.0551722039096187,0.7594493502441826,0.7594493502441826,50.25226450504587,3.6528153564899446,4.736862953800049,13.344558822616634,6.4208216229260096,6.606881964512918,5.969305287951849,6.606881964512918,26.689117645233267,26.3,0.0,0.0,0.0,-0.0879629629629625,0.0,1.4232870370370372,8,2,0,2,0,2
sample_112,10.161574074074077,0.1296296296296299,116.15999999999998,104.06399999999998,-0.4810267167108486,0.4810267167108486,0.3059658046242487,1.5,1.875,3.5208600674451374,1.334839412155211,1.334839412155211,47.19725257297226,1.958669537588103,5.106527394840706,12.84164324585202,0.0,5.917906046161393,5.969305287951849,0.0,26.689117645233267,37.3,0.0,8.37324074074074,0.0,-0.800925925925926,0.0,1.4837962962962965,8,2,0,1,1,2
sample_113,9.874124149659863,0.3272222222222223,116.15999999999998,104.06399999999998,-0.4812303897890361,0.4812303897890361,0.3028395550892085,1.5,2.5,2.822354554248032,0.9941955573808656,0.9941955573808656,48.27551104108667,5.469999999999999,5.106527394840706,6.4208216229260096,6.4208216229260096,0.0,5.969305287951849,0.0,32.60702369139466,37.3,0.0,8.140104875283447,0.0,-0.6819907407407404,0.0,3.277037037037037,8,2,0,1,1,2
sample_114,10.125972222222222,0.195648148148148,116.16,104.064,-0.4656044264579465,0.4656044264579465,0.3021326858670147,1.625,2.25,3.0500782919131915,0.6199297990629522,0.6199297990629522,40.339203954130696,5.469999999999999,4.736862953800049,5.917906046161393,6.923737199690624,6.606881964512918,5.969305287951849,6.606881964512918,20.771211599071872,26.3,6.923737199690624,0.0,0.0,0.2477777777777776,0.0,0.0,8,2,0,2,0,2
sample_115,5.634722222222223,0.5358796296296295,99.177,86.07299999999998,-0.3277117538242551,0.3277117538242551,0.003877844068942,1.0,1.8571428571428568,2.1229179499593664,1.6498299142610593,1.6498299142610593,47.19725257297226,1.4750627509406329,5.733667477162185,12.84164324585202,6.041840829147961,0.0,0.0,0.0,32.10410811463005,26.02,32.10410811463005,0.0,5.634722222222223,0.0,0.5358796296296295,6.662731481481481,7,1,0,1,1,1
