,0,1
0,0.00016089789800001133,0.9998391021019999
1,5.515316165421559e-05,0.9999448468383456
2,0.0023736532329447133,0.9976263467670552
3,0.0005667663997799928,0.99943323360022
4,0.0006233765181099403,0.99937662348189
5,0.00015449897978849037,0.9998455010202115
6,0.0004014213162901822,0.9995985786837098
7,0.0003781437209045358,0.9996218562790955
8,0.0004769201057436816,0.9995230798942564
9,0.004329846832612176,0.9956701531673878
10,0.05691134700167814,0.9430886529983217
11,0.0020587296484459376,0.997941270351554
12,0.00838298648509664,0.9916170135149032
13,0.0014029108922407744,0.9985970891077591
14,5.559463486644283e-05,0.9999444053651337
15,0.0004787493155811399,0.9995212506844189
16,0.3548339094824443,0.6451660905175556
17,0.0012825792560214253,0.9987174207439786
18,7.684513606474793e-05,0.9999231548639351
19,0.00310097962067422,0.9968990203793258
20,0.1183907748019003,0.8816092251980997
21,0.002725403824171525,0.9972745961758288
22,0.00488850848732652,0.9951114915126735
23,0.0024790556540688334,0.9975209443459312
24,0.02344949609654219,0.9765505039034579
25,0.0021377217954672467,0.9978622782045328
26,0.02756844346013089,0.972431556539869
27,0.0005529403507416652,0.9994470596492584
28,0.000593747049137815,0.9994062529508622
29,0.005084692417247644,0.9949153075827523
30,0.00536927527571902,0.9946307247242809
31,0.17858836741010883,0.8214116325898912
32,0.0018387482716660161,0.998161251728334
33,0.008058603694115877,0.9919413963058842
34,0.003706436657660275,0.9962935633423396
35,0.000406644479478978,0.9995933555205211
36,0.00588395905712394,0.994116040942876
37,0.0026719229308837145,0.9973280770691163
38,0.011790973139438868,0.9882090268605611
39,0.0014400457489336846,0.9985599542510664
40,0.0018241689777375376,0.9981758310222626
41,0.022245286553157818,0.977754713446842
42,4.583681937982545e-05,0.9999541631806202
43,0.0005217451350193595,0.9994782548649807
44,0.0013076981795286154,0.9986923018204713
45,0.00037339499252716406,0.9996266050074728
46,0.00021457666921407208,0.9997854233307858
47,0.0002482657678040765,0.9997517342321959
48,0.00015140918599376883,0.9998485908140062
49,0.00047740090362551296,0.9995225990963744
50,0.006237360748143296,0.9937626392518568
