"",column_0,column_1
0,0.9998391021019999,0.00016089789800001277
1,0.9999448468383456,0.00005515316165421608
2,0.9976263467670552,0.0023736532329447385
3,0.99943323360022,0.0005667663997799958
4,0.99937662348189,0.0006233765181099403
5,0.9998455010202115,0.0001544989797884909
6,0.9995985786837098,0.0004014213162901833
7,0.9996218562790955,0.00037814372090453675
8,0.9995230798942564,0.0004769201057436858
9,0.9956701531673878,0.004329846832612203
10,0.9430886529983217,0.05691134700167834
11,0.997941270351554,0.0020587296484459523
12,0.9916170135149032,0.008382986485096722
13,0.9985970891077591,0.0014029108922407817
14,0.9999444053651337,0.00005559463486644322
15,0.9995212506844189,0.0004787493155811399
16,0.6451660905175542,0.3548339094824457
17,0.9987174207439786,0.0012825792560214298
18,0.9999231548639351,0.00007684513606474847
19,0.9968990203793258,0.0031009796206742314
20,0.8816092251980993,0.11839077480190083
21,0.9972745961758288,0.0027254038241715417
22,0.9951114915126735,0.004888508487326533
23,0.9975209443459312,0.0024790556540688377
24,0.9765505039034577,0.023449496096542274
25,0.9978622782045328,0.002137721795467254
26,0.972431556539869,0.027568443460131025
27,0.9994470596492584,0.0005529403507416658
28,0.9994062529508622,0.0005937470491378155
29,0.9949153075827523,0.005084692417247666
30,0.9946307247242809,0.005369275275719039
31,0.8214116325898901,0.17858836741011003
32,0.998161251728334,0.0018387482716660242
33,0.9919413963058842,0.008058603694115898
34,0.9962935633423396,0.0037064366576602917
35,0.9995933555205211,0.0004066444794789802
36,0.994116040942876,0.005883959057124003
37,0.9973280770691163,0.002671922930883731
38,0.9882090268605611,0.0117909731394389
39,0.9985599542510663,0.0014400457489336922
40,0.9981758310222624,0.0018241689777375423
41,0.977754713446842,0.022245286553157995
42,0.9999541631806202,0.00004583681937982586
43,0.9994782548649807,0.0005217451350193614
44,0.9986923018204713,0.0013076981795286167
45,0.9996266050074728,0.00037339499252716504
46,0.9997854233307858,0.0002145766692140736
47,0.9997517342321959,0.0002482657678040774
48,0.9998485908140062,0.00015140918599377016
49,0.9995225990963744,0.0004774009036255155
50,0.9937626392518568,0.006237360748143374
51,0.9979189855364075,0.0020810144635925623
52,0.9990905336931569,0.000909466306842924
53,0.9916736272131247,0.008326372786875424
54,0.9999490855270792,0.000050914472920865135
55,0.9999163041334683,0.00008369586653152854
56,0.9994786334483896,0.0005213665516101954
57,0.9995327366037783,0.000467263396221734
58,0.9994282846568033,0.0005717153431967448
59,0.9998474242774624,0.00015257572253755605
60,0.992557841843442,0.007442158156557913
61,0.9998570721730106,0.00014292782698949934
62,0.9962915334518716,0.00370846654812838
63,0.9997309080344018,0.00026909196559813845
64,0.9997233835095606,0.0002766164904394395
65,0.9986061017374799,0.0013938982625201427
66,0.9974059866345888,0.0025940133654111905
67,0.9990619872098148,0.0009380127901851625
68,0.9991580142167762,0.000841985783223869
69,0.9928175692959632,0.007182430704036765
70,0.9937988239147283,0.006201176085271613
71,0.9996676699322578,0.00033233006774226637
72,0.9999185376351024,0.0000814623648980207
73,0.999071913356353,0.0009280866436469225
74,0.979175429659819,0.020824570340181103
75,0.9998277155909663,0.00017228440903356874
76,0.9833438177397118,0.016656182260288255
77,0.9955198783287252,0.004480121671274711
78,0.9960428387493167,0.003957161250683575
79,0.9856225143053291,0.014377485694671049
80,0.9997121729653041,0.0002878270346957891
81,0.9996288402782333,0.00037115972176679637
82,0.9978217502974656,0.0021782497025344353
83,0.850510700451846,0.14948929954815401
84,0.9997767374757317,0.00022326252426842837
85,0.9997384828835908,0.0002615171164092907
86,0.9983167914195253,0.0016832085804745751
87,0.9981589017265616,0.0018410982734383713
88,0.9865793239795839,0.013420676020416142
89,0.9981052686868455,0.0018947313131545444
90,0.9633077573459654,0.036692242654034514
91,0.5493739320668437,0.4506260679331563
92,0.976663930580889,0.02333606941911092
93,0.99471391888981,0.005286081110189956
94,0.9994985055874326,0.0005014944125674246
95,0.9946490440515975,0.005350955948402526
96,0.985908030616392,0.014091969383608094
97,0.9991760642883708,0.0008239357116292457
98,0.9998504926257912,0.00014950737420873765
99,0.9999440385464446,0.000055961453554922754
100,0.9973274902372805,0.00267250976271954
101,0.9998533274543061,0.0001466725456938589
