,t1 (mode),t2 (mode)
sample_1,-0.034482758620689655,-1.0
sample_2,-0.8620689655172413,0.7241379310344828
sample_3,-0.7931034482758621,0.7931034482758621
sample_4,-0.1724137931034483,-1.0
sample_5,0.2413793103448276,-1.0
sample_6,-0.2413793103448276,-1.0
sample_7,-0.9310344827586207,0.5172413793103449
sample_8,-0.1724137931034483,-1.0
sample_9,-0.7931034482758621,0.8620689655172413
sample_10,-0.7241379310344828,0.9310344827586207
sample_11,-0.7241379310344828,0.9310344827586207
sample_12,-0.7931034482758621,0.8620689655172413
sample_13,-0.2413793103448276,-1.0
sample_14,-0.2413793103448276,-1.0
sample_15,-0.2413793103448276,-1.0
sample_16,-1.0,0.3793103448275862
sample_17,0.4482758620689655,-1.0
sample_18,-0.3793103448275862,-1.0
sample_19,-1.0,0.3793103448275862
sample_20,-0.5172413793103449,-0.9310344827586207
sample_21,-1.0,-0.034482758620689655
sample_22,-1.0,0.3103448275862069
sample_23,-1.0,0.3103448275862069
sample_24,-0.2413793103448276,-1.0
sample_25,0.2413793103448276,-1.0
sample_26,-0.034482758620689655,-1.0
sample_27,-0.7931034482758621,0.7931034482758621
sample_28,-0.6551724137931034,1.0
sample_29,-0.6551724137931034,1.0
sample_30,-0.2413793103448276,-1.0
sample_31,0.2413793103448276,-1.0
sample_32,0.2413793103448276,-1.0
sample_33,0.2413793103448276,-1.0
sample_34,0.3103448275862069,-1.0
sample_35,-0.7931034482758621,0.8620689655172413
sample_36,-0.7931034482758621,0.8620689655172413
sample_37,-0.7931034482758621,0.8620689655172413
sample_38,-0.4482758620689655,-0.9310344827586207
sample_39,-0.7241379310344828,0.8620689655172413
sample_40,-0.6551724137931034,1.0
sample_41,-0.7241379310344828,0.8620689655172413
sample_42,-0.6551724137931034,1.0
sample_43,-0.6551724137931034,1.0
sample_44,-0.3103448275862069,-0.9310344827586207
sample_45,-0.3103448275862069,-1.0
sample_46,0.4482758620689655,-1.0
sample_47,0.5862068965517241,-1.0
sample_48,-1.0,0.1724137931034483
sample_49,-1.0,0.2413793103448276
sample_50,-1.0,0.2413793103448276
sample_51,-0.4482758620689655,-0.9310344827586207
sample_52,-1.0,0.1724137931034483
sample_53,-1.0,-0.1724137931034483
sample_54,-1.0,0.1724137931034483
sample_55,-0.4482758620689655,-0.9310344827586207
sample_56,-1.0,0.1724137931034483
sample_57,-0.1724137931034483,-0.7931034482758621
sample_58,0.3793103448275862,-0.9310344827586207
sample_59,0.3103448275862069,-0.9310344827586207
sample_60,-0.5862068965517241,1.0
sample_61,-0.6551724137931034,1.0
sample_62,-0.5862068965517241,1.0
sample_63,0.6551724137931034,-0.8620689655172413
sample_64,0.2413793103448276,-1.0
sample_65,-0.7241379310344828,0.8620689655172413
sample_66,-0.7241379310344828,0.8620689655172413
sample_67,-0.7241379310344828,0.8620689655172413
sample_68,-0.5862068965517241,1.0
sample_69,-0.5862068965517241,1.0
sample_70,-0.6551724137931034,0.9310344827586207
sample_71,-0.6551724137931034,0.9310344827586207
sample_72,-0.4482758620689655,-0.9310344827586207
sample_73,0.6551724137931034,-0.9310344827586207
sample_74,0.6551724137931034,-0.9310344827586207
sample_75,0.5862068965517241,-0.9310344827586207
sample_76,-1.0,-0.034482758620689655
sample_77,-1.0,0.034482758620689655
sample_78,-1.0,-0.10344827586206896
sample_79,-1.0,-0.034482758620689655
sample_80,-1.0,-0.10344827586206896
sample_81,-1.0,0.034482758620689655
sample_82,-1.0,-0.034482758620689655
sample_83,-1.0,-0.3103448275862069
sample_84,-1.0,-0.3793103448275862
sample_85,-0.3103448275862069,-0.6551724137931034
sample_86,-0.034482758620689655,-0.7241379310344828
sample_87,-0.1724137931034483,-0.7241379310344828
sample_88,0.1724137931034483,-0.7931034482758621
sample_89,-0.7931034482758621,0.2413793103448276
sample_90,-0.7931034482758621,-0.034482758620689655
sample_91,-0.7241379310344828,0.10344827586206896
sample_92,-0.1724137931034483,-0.7931034482758621
sample_93,-0.7241379310344828,-0.5862068965517241
sample_94,0.5172413793103449,-0.8620689655172413
sample_95,-0.6551724137931034,0.8620689655172413
sample_96,-0.6551724137931034,0.7931034482758621
sample_97,0.7241379310344828,-0.7931034482758621
sample_98,0.5862068965517241,-0.8620689655172413
sample_99,0.5172413793103449,-0.8620689655172413
sample_100,0.5172413793103449,-0.8620689655172413
sample_101,0.5172413793103449,-0.8620689655172413
sample_102,0.5172413793103449,-0.8620689655172413
sample_103,0.5172413793103449,-0.8620689655172413
sample_104,0.7241379310344828,-0.7931034482758621
sample_105,0.5172413793103449,-0.8620689655172413
sample_106,0.5862068965517241,-0.8620689655172413
sample_107,-0.4482758620689655,-0.8620689655172413
sample_108,-0.9310344827586207,-0.2413793103448276
sample_109,-0.6551724137931034,0.9310344827586207
sample_110,-0.6551724137931034,0.8620689655172413
sample_111,-0.5862068965517241,1.0
sample_112,-0.5862068965517241,0.9310344827586207
sample_113,-0.5862068965517241,0.9310344827586207
sample_114,-0.5862068965517241,1.0
sample_115,-0.9310344827586207,-0.10344827586206896
sample_116,0.7241379310344828,-0.8620689655172413
sample_117,0.7241379310344828,-0.8620689655172413
sample_118,0.7241379310344828,-0.7931034482758621
sample_119,0.7241379310344828,-0.8620689655172413
sample_120,0.7241379310344828,-0.8620689655172413
sample_121,-0.6551724137931034,-0.7241379310344828
sample_122,-0.5862068965517241,-0.8620689655172413
sample_123,-0.7241379310344828,-0.7241379310344828
sample_124,-0.7241379310344828,-0.6551724137931034
sample_125,-0.6551724137931034,-0.7241379310344828
sample_126,-0.5862068965517241,0.6551724137931034
sample_127,-0.5172413793103449,0.7241379310344828
sample_128,0.1724137931034483,-0.7931034482758621
sample_129,-0.7241379310344828,0.2413793103448276
sample_130,-0.7241379310344828,0.2413793103448276
sample_131,-0.7241379310344828,0.2413793103448276
sample_132,-0.7241379310344828,0.034482758620689655
sample_133,-0.7241379310344828,0.034482758620689655
sample_134,-0.5172413793103449,1.0
sample_135,-0.5172413793103449,1.0
sample_136,0.7241379310344828,-0.7931034482758621
sample_137,0.7931034482758621,-0.7931034482758621
sample_138,0.7931034482758621,-0.7241379310344828
sample_139,0.7241379310344828,-0.7931034482758621
sample_140,0.7241379310344828,-0.7931034482758621
sample_141,0.10344827586206896,-0.7241379310344828
sample_142,-0.5862068965517241,0.6551724137931034
sample_143,0.2413793103448276,-0.7241379310344828
sample_144,0.3793103448275862,-0.7241379310344828
sample_145,0.3793103448275862,-0.7241379310344828
sample_146,-0.7241379310344828,0.1724137931034483
sample_147,-0.3793103448275862,-0.5862068965517241
sample_148,0.7931034482758621,-0.7241379310344828
sample_149,0.7931034482758621,-0.7241379310344828
sample_150,0.7931034482758621,-0.7241379310344828
sample_151,0.7931034482758621,-0.7241379310344828
sample_152,0.7931034482758621,-0.7241379310344828
sample_153,0.7931034482758621,-0.7241379310344828
sample_154,0.7931034482758621,-0.7241379310344828
sample_155,0.7931034482758621,-0.7241379310344828
sample_156,0.7241379310344828,-0.7241379310344828
sample_157,0.7241379310344828,-0.7241379310344828
sample_158,-0.4482758620689655,1.0
sample_159,0.7931034482758621,-0.7241379310344828
sample_160,0.8620689655172413,-0.7241379310344828
sample_161,0.7931034482758621,-0.7241379310344828
sample_162,0.7931034482758621,-0.7241379310344828
sample_163,0.7931034482758621,-0.7241379310344828
sample_164,0.7931034482758621,-0.7241379310344828
sample_165,-0.7241379310344828,-0.7241379310344828
sample_166,-0.8620689655172413,-0.5172413793103449
sample_167,-0.2413793103448276,-0.4482758620689655
sample_168,0.2413793103448276,-0.6551724137931034
sample_169,-0.3793103448275862,0.7931034482758621
sample_170,0.4482758620689655,-0.6551724137931034
sample_171,0.3793103448275862,-0.6551724137931034
sample_172,0.3793103448275862,-0.6551724137931034
sample_173,0.4482758620689655,-0.6551724137931034
sample_174,0.3793103448275862,-0.6551724137931034
sample_175,0.4482758620689655,-0.6551724137931034
sample_176,0.4482758620689655,-0.6551724137931034
sample_177,-0.5172413793103449,0.7931034482758621
sample_178,0.8620689655172413,-0.6551724137931034
sample_179,0.8620689655172413,-0.6551724137931034
sample_180,0.8620689655172413,-0.6551724137931034
sample_181,0.8620689655172413,-0.6551724137931034
sample_182,-0.1724137931034483,1.0
sample_183,0.4482758620689655,-0.5172413793103449
sample_184,0.4482758620689655,-0.5862068965517241
sample_185,0.5172413793103449,-0.5862068965517241
sample_186,0.5172413793103449,-0.5862068965517241
sample_187,0.4482758620689655,-0.5862068965517241
sample_188,0.4482758620689655,-0.5862068965517241
sample_189,0.5172413793103449,-0.5862068965517241
sample_190,0.8620689655172413,-0.5862068965517241
sample_191,0.9310344827586207,-0.5862068965517241
sample_192,-0.2413793103448276,1.0
sample_193,-0.2413793103448276,0.034482758620689655
sample_194,-0.1724137931034483,-0.034482758620689655
sample_195,-0.034482758620689655,1.0
sample_196,0.5862068965517241,-0.4482758620689655
sample_197,0.9310344827586207,-0.4482758620689655
sample_198,1.0,-0.4482758620689655
sample_199,1.0,-0.3793103448275862
sample_200,0.2413793103448276,-0.3103448275862069
sample_201,-0.10344827586206896,0.5862068965517241
sample_202,0.3103448275862069,-0.2413793103448276
sample_203,0.9310344827586207,-0.3103448275862069
sample_204,1.0,-0.3103448275862069
sample_205,0.2413793103448276,1.0
sample_206,1.0,-0.1724137931034483
sample_207,0.5862068965517241,1.0
sample_208,1.0,-0.034482758620689655
sample_209,1.0,0.2413793103448276
sample_210,0.5862068965517241,1.0
sample_211,1.0,0.034482758620689655
sample_212,1.0,0.6551724137931034
sample_213,-0.7241379310344828,0.7931034482758621
sample_214,-0.3793103448275862,-1.0
sample_215,-0.4482758620689655,-1.0
sample_216,-1.0,-0.2413793103448276
sample_217,-0.9310344827586207,0.4482758620689655
sample_218,-0.5172413793103449,-0.9310344827586207
sample_219,-0.2413793103448276,-1.0
sample_220,-0.3103448275862069,-1.0
sample_221,-0.4482758620689655,-0.9310344827586207
sample_222,-1.0,-0.3103448275862069
sample_223,-1.0,-0.1724137931034483
sample_224,-1.0,0.2413793103448276
sample_225,-1.0,0.1724137931034483
sample_226,-0.3793103448275862,-0.9310344827586207
sample_227,0.3793103448275862,-0.9310344827586207
sample_228,0.3793103448275862,-0.9310344827586207
sample_229,0.5172413793103449,-0.9310344827586207
sample_230,-0.5862068965517241,-0.8620689655172413
sample_231,-0.7241379310344828,0.8620689655172413
sample_232,-0.5862068965517241,1.0
sample_233,-0.6551724137931034,0.9310344827586207
sample_234,-0.6551724137931034,0.9310344827586207
sample_235,-0.5862068965517241,-0.7241379310344828
sample_236,-1.0,-0.034482758620689655
sample_237,0.9310344827586207,-0.5862068965517241
sample_238,-0.5172413793103449,-0.8620689655172413
sample_239,-0.5172413793103449,-0.8620689655172413
sample_240,-0.5172413793103449,-0.8620689655172413
sample_241,-1.0,0.034482758620689655
sample_242,-0.1724137931034483,-0.7931034482758621
sample_243,0.3793103448275862,-0.8620689655172413
sample_244,0.3103448275862069,-0.8620689655172413
sample_245,0.4482758620689655,-0.8620689655172413
sample_246,0.3103448275862069,-0.9310344827586207
sample_247,-0.4482758620689655,-0.8620689655172413
sample_248,0.5862068965517241,-0.8620689655172413
sample_249,0.5172413793103449,-0.8620689655172413
sample_250,0.5862068965517241,-0.8620689655172413
sample_251,-0.7241379310344828,0.8620689655172413
sample_252,-0.7241379310344828,0.8620689655172413
sample_253,-0.6551724137931034,0.9310344827586207
sample_254,-0.5862068965517241,1.0
sample_255,-0.5862068965517241,1.0
sample_256,-0.5172413793103449,1.0
sample_257,-0.5862068965517241,1.0
sample_258,-0.5862068965517241,-0.8620689655172413
sample_259,-0.9310344827586207,-0.3793103448275862
sample_260,-0.7931034482758621,-0.5862068965517241
sample_261,-0.9310344827586207,-0.3103448275862069
sample_262,-0.9310344827586207,-0.3103448275862069
sample_263,-0.9310344827586207,-0.2413793103448276
sample_264,-0.5862068965517241,-0.7931034482758621
sample_265,-1.0,-0.3793103448275862
sample_266,-0.9310344827586207,-0.2413793103448276
sample_267,-0.7931034482758621,0.8620689655172413
sample_268,-1.0,0.3793103448275862
sample_269,-0.2413793103448276,-1.0
sample_270,0.2413793103448276,-0.9310344827586207
sample_271,-0.5862068965517241,1.0
sample_272,-0.6551724137931034,0.8620689655172413
sample_273,-0.5862068965517241,1.0
sample_274,-0.6551724137931034,-0.6551724137931034
sample_275,-0.7241379310344828,0.2413793103448276
sample_276,-0.7241379310344828,0.034482758620689655
sample_277,0.6551724137931034,-0.7931034482758621
sample_278,0.7241379310344828,-0.7931034482758621
sample_279,0.7931034482758621,-0.7931034482758621
sample_280,0.3793103448275862,-0.7241379310344828
sample_281,0.7241379310344828,-0.7241379310344828
sample_282,-0.4482758620689655,0.7931034482758621
sample_283,-0.1724137931034483,1.0
sample_284,0.5172413793103449,-0.5862068965517241
sample_285,0.4482758620689655,-0.5862068965517241
sample_286,0.7931034482758621,-0.5862068965517241
sample_287,0.9310344827586207,-0.5172413793103449
sample_288,0.5862068965517241,-0.4482758620689655
sample_289,0.3103448275862069,-0.2413793103448276
sample_290,1.0,-0.1724137931034483
sample_291,-0.1724137931034483,-1.0
sample_292,-0.2413793103448276,-1.0
sample_293,-0.1724137931034483,-0.7931034482758621
sample_294,-0.5862068965517241,1.0
