,MaxEStateIndex,NumAromaticCarbocycles,ExactMolWt,HeavyAtomCount,MolWt,Chi0,Chi3n,MaxAbsPartialCharge,LabuteASA,Chi0n,NumValenceElectrons,Chi0v,Chi3v,MinAbsPartialCharge,Chi1n,Chi1,MolMR,NumHDonors,Chi1v,NOCount,Chi2n,VSA_EState10
FractionCSP3,0.014372087426926073,0.6509692592585284,0.14752819681607102,0.15524441055378002,0.14814695547619255,0.1166089724436041,0.08951503328266343,0.036996987830289305,0.1419555230903694,0.007043652927403916,0.04446354418678516,0.03942777463864199,0.04505965038244992,0.10526405419975758,0.043433374897678345,0.1692841606135718,0.1491885523025418,0.01016754869642321,0.011341794460999097,0.05182652853715575,0.09681241294618116,0.16882791213954468
NHOHCount,0.3971768838713745,0.0629878202824141,0.24142568159496167,0.3100503753920705,0.23923043131010616,0.33461623598685086,0.21982508290584182,0.43959326677574256,0.23973445697570786,0.2657369204997469,0.33176485632589753,0.19867523714907215,0.15351059535217287,0.3415466919672924,0.23951987163587501,0.2940095523595808,0.19294511298330527,0.9623521230310607,0.19134137635405496,0.6680367486081031,0.24599151512033335,0.2045248612358704
NumAliphaticRings,0.3076216613495946,0.1398347160797158,0.4952474148170895,0.5794206574678564,0.4935946269476043,0.5636355182094124,0.8486717062129501,0.1458800381618195,0.5599385781413823,0.6201077817137456,0.6047508809369548,0.5681793050844792,0.7448390435844712,0.08825998460316457,0.6827234845368924,0.5733504706851352,0.5250065360000943,0.2437432840253085,0.6089340887370451,0.30251173132942627,0.7796601992814224,0.04115011663225004
NumAromaticRings,0.10444106876572576,0.8826879912970794,0.34285635017338656,0.41188404460162337,0.3426027632241238,0.3541200712091217,0.16174076898952003,0.0902816193824194,0.39006203557260777,0.29504249998061927,0.29967394600825864,0.30896276019558755,0.16990638091721905,0.03294214871504062,0.27579501116770844,0.43764856715274575,0.44744351666372767,0.05006668432871427,0.2817640416310759,0.05235860606125303,0.18880450977992508,0.1083975203016022
NumHAcceptors,0.5690316848940353,0.08163212065017719,0.5216413026506762,0.6215474222216307,0.5184321165884483,0.6432053165568784,0.4289412672584867,0.5531621954431066,0.5410657859597761,0.5920872217591845,0.6444892747314518,0.5236083692755069,0.4254288022409301,0.5864526338381337,0.5266877325250399,0.6105147023745098,0.4857818440506457,0.5979244351211255,0.5198903975071565,0.934641917692668,0.4834927328559822,0.2145202387770874
NumHeteroatoms,0.528302110158732,0.023797603849465082,0.7086975058925924,0.6159445330755392,0.7089011600097712,0.6570553355917775,0.31011593959546296,0.3312503764027429,0.6310832513993936,0.49284812064089445,0.6364976198401745,0.6019707418912014,0.4838815747498821,0.5817403194387967,0.40600184163530256,0.5904145355639738,0.531441905611445,0.4956881337157944,0.5536740552553427,0.7949932540010216,0.3638921656066065,0.3377925243419225
NumRotatableBonds,0.3192922688227629,0.10570806091985709,0.31448241983428404,0.3560751041414899,0.3126177203305964,0.3915591735509898,0.18028474352268972,0.31302457020812563,0.347726193791335,0.43680205096825997,0.4244819461767226,0.3991170209043155,0.22493263491419346,0.33079467459799117,0.4112246931625643,0.3604125054761293,0.368092125109867,0.12788956151768868,0.4244085859417249,0.3325583432856277,0.27116300957920214,0.11574392135512161
RingCount,0.17703466756609346,0.5364949923471721,0.6624854817719442,0.7830276348897756,0.6609324741513857,0.7273144315708557,0.8207271997731874,0.0538485746405277,0.7508099120844713,0.7303365147867485,0.7210684829728115,0.6977113420926209,0.7409631255949322,0.04859415287005497,0.7678572368327164,0.7970440753136663,0.7643334216822026,0.16441874862886063,0.7112950333936845,0.28863986018979826,0.783695526197625,0.04607097652373427
MolLogP,0.2020730174544687,0.5331274548866909,0.466738521686626,0.3669857591019963,0.46931195059159037,0.34831730182858545,0.31700201040444054,0.34302180873716565,0.47951048212576125,0.3551082905963892,0.33840383207256247,0.49891026976970254,0.44844570066324463,0.24739553542920364,0.3732548619791498,0.3764583730566412,0.5326567774178479,0.49183561796639824,0.4780641041983037,0.44197808038277187,0.3350958615831243,0.5486187571112912
fr_C_O,0.6057437829884088,0.15976339930887776,0.2808443597707073,0.37905122333547714,0.2786506822645991,0.4062326754361248,0.3812807611794268,0.3677246864153595,0.3204454788643005,0.39637699241731383,0.4003114395062205,0.30857014673963146,0.2594364914777048,0.5736645534304962,0.37652862943174104,0.36477788028039393,0.2659519286035045,0.31523787416755883,0.27875549318587145,0.49877160740430376,0.3911438221799066,0.19421279592781468
fr_C_O_noCOO,0.5418872655164576,0.13931158222405834,0.2810098708634629,0.37771579626240204,0.2790644877828613,0.3990240522056149,0.3863435289966185,0.24352807198380771,0.32712456855382754,0.40449739880632885,0.39568134683031414,0.32492680649882494,0.2785374924581786,0.42946942037739083,0.38449633026666313,0.3662622812768688,0.2827420525667956,0.2078433002976386,0.2985160180035159,0.4446641366898859,0.3975433232777797,0.1661761488170768
fr_NH0,0.083543550393457,0.009535669959679895,0.20112317691587214,0.2606932746100901,0.19985947604103899,0.24809911263110412,0.10033869318512856,0.12687520364592322,0.2228784702794826,0.23106059324160444,0.2380926451616749,0.2036235183939111,0.09536695723415942,0.19392555210977616,0.18856672221928783,0.2682153993965081,0.22062773945501402,0.013356882573599427,0.18097034374335436,0.4512042311884817,0.13849151398979517,0.08145043627645766
fr_benzene,0.10470935650058087,1.0,0.35974214625304635,0.4090655904839942,0.3599386524555709,0.3592199729767941,0.18904957891787386,0.15199372687259052,0.4071440742028255,0.3056439299974055,0.3074102227897984,0.33369749496696355,0.1996937592124302,0.0949353563820969,0.2956076880228195,0.43178460948093944,0.4677107405961271,0.08016888819229465,0.3054012509941431,0.08436289487503455,0.21487765472244533,0.16916090719092872
fr_bicyclic,0.1311688969194682,0.1199671286958109,0.4545304232139961,0.5414345759103562,0.4532873410093418,0.5088398752436304,0.7712709079164168,0.05868047593328732,0.5260769330232078,0.5606042304242254,0.5304222672827046,0.5225352866447114,0.6935405631102919,0.010832087884650303,0.6220088817845746,0.5433578555738295,0.5287267973057412,0.09095816248015849,0.5596589849752778,0.13630762469272165,0.7015920015979176,0.0050262589042228386
fr_ether,0.25727488649980645,0.0025302402523281276,0.2435064465360102,0.3095513337996844,0.24211594877182274,0.3133783752775283,0.2146181958601421,0.3570650693857976,0.2755180228896706,0.32713838752401214,0.3289997689015342,0.2699986172566934,0.13720024176800982,0.3423966130834868,0.2948429755253095,0.3140263343168002,0.24046815675257913,0.05178387707629231,0.22652841104625995,0.367613832283656,0.24760591980645952,0.1007134196264008
fr_halogen,0.10699659436399625,0.17364267372375333,0.39930326348303435,0.10013116258742596,0.40484094809742965,0.12431830440104372,0.047266918143961806,0.3329418173908158,0.26148500435272454,0.037803644487690684,0.09843427087987337,0.24362749819055624,0.20409732748375617,0.12679046116435286,0.0621442990757992,0.08068889861345288,0.1860582142139545,0.20002084237407816,0.15839575146253998,0.24893184817293285,0.054320671307335665,0.9282279393701528
