,MaxEStateIndex,NumAromaticCarbocycles,ExactMolWt,HeavyAtomCount,MolWt,Chi0,Chi3n,MaxAbsPartialCharge,LabuteASA,Chi0n,NumValenceElectrons,Chi0v,Chi3v,MinAbsPartialCharge,Chi1n,Chi1,MolMR,NumHDonors,Chi1v,NOCount,Chi2n,VSA_EState10
PEOE_VSA1,0.4539320746702826,0.03701938250084917,0.4068799751722099,0.4959292235314543,0.40415064230934267,0.5171342209624615,0.3684376868139239,0.5901569254554561,0.43065823227013594,0.48584057845421497,0.530507171144451,0.40685254554209804,0.29406911943387665,0.4605983718858807,0.4457846916523395,0.48765255291672743,0.3850379483786844,0.7532293602458671,0.379038240903045,0.7258288810401384,0.41570875033028437,0.1965865503555153
PEOE_VSA10,0.33119821729150767,0.03947267728485263,0.3759131002100031,0.4147439185994163,0.37463208629018213,0.42227513782171466,0.30756910370215945,0.31055768769145214,0.3788529644198486,0.36409081451465963,0.4181437279201681,0.34083509555588287,0.26762703366035384,0.22123177637744793,0.3374082068895913,0.40873488829540594,0.3229717227945164,0.45620008357167013,0.3097641468285604,0.5111701473428277,0.32755958995917256,0.018901369887403114
PEOE_VSA14,0.45096025647174326,0.08602016850799529,0.1749627249768435,0.2210985988273418,0.1733509563674846,0.2515424166580054,0.0914130500311986,0.42987009347753,0.16895389731035684,0.20642983130463938,0.24256112238076113,0.15424462198355504,0.04503138192840522,0.722285541653996,0.16099512469020283,0.20824513255204227,0.11677515723537785,0.20139980778218805,0.11942546646582587,0.44893648414267795,0.12987573230881813,0.14607080164965094
PEOE_VSA2,0.49439405933280517,0.13197383847222935,0.2830861006040909,0.3713598157901049,0.2810808632534603,0.38956330974600184,0.3527555491920592,0.2545014991634989,0.3091477858528377,0.3588264597709996,0.3787992487729723,0.28868704182587035,0.2694023621238967,0.40441302928209255,0.3376950959360635,0.3589440158346912,0.26156804548916723,0.2883953797006199,0.2720181728993255,0.5579087753495813,0.34889283549103495,0.15958726209602223
PEOE_VSA3,0.30169659286333445,0.010901229231747104,0.1612041230247344,0.19781109516787165,0.1599276033048975,0.2038848419267595,0.002411950025337085,0.18441246944349537,0.14519534195735445,0.13910987065120325,0.18442677410502226,0.12264177318613233,0.04987626351595958,0.4176557048387935,0.08559842407768829,0.19208885399955428,0.115673746242772,0.22440835143699794,0.1335686961998703,0.48258048002517584,0.045077044677238096,0.11906977595204965
PEOE_VSA6,0.25889682963941574,0.500104530922699,0.35197247171841994,0.27667253451796714,0.35463295616295065,0.2604679572865799,0.215394419256373,0.435413432111101,0.3733205603103209,0.25299981665774013,0.2521227156849149,0.37124557243332934,0.29957693784084033,0.3013502672782836,0.284616143898651,0.28843955089140855,0.4152504610948791,0.2914482756364758,0.3516324712581541,0.3933799119111656,0.23636529331832967,0.5046975257346924
PEOE_VSA7,0.19045372856754694,0.2849191799839817,0.5846841529285581,0.6407241863944771,0.5825243186516256,0.620701547473915,0.7525017755813529,0.13609208643377588,0.6383180594143392,0.6943709707579804,0.634667372388834,0.6665572564579051,0.6961916208805038,0.034358281183219694,0.7184198183950264,0.6420401825861162,0.6835649950481463,0.11479786515742607,0.686861794577714,0.13230565771241706,0.7489874698617738,0.08902466979865216
PEOE_VSA8,0.24899201679896815,0.08615083818554961,0.4406707982206535,0.45363450744973943,0.44027620775587534,0.4504565704883045,0.3537200440691454,0.13054787327741044,0.46309676133020516,0.4405158801391094,0.45329798437081925,0.4656018869684784,0.38809958663292055,0.17704356753656358,0.4132453310281555,0.4544320222775764,0.46097423534512755,0.012016881415817639,0.4481020458744815,0.291218777722638,0.3825953507108234,0.1329331187773231
PEOE_VSA9,0.24316770590692086,0.17423852962235448,0.5358447074896457,0.4598590710307251,0.536991342249331,0.4751063132799047,0.2619181311718471,0.17444738287848988,0.5033550532454502,0.3750128096929083,0.4608728477019855,0.47960878082598657,0.40361924470843386,0.24494173354686888,0.32941343757167285,0.4517256372007004,0.448130124927068,0.1367971258213713,0.428526440357626,0.34151224988776796,0.2885808352177519,0.42254566460380477
SMR_VSA1,0.6972808482228061,0.07516777425834001,0.49333750901001666,0.5872400128995153,0.49034486151171663,0.6236261020748414,0.48009895833234667,0.5966314445565507,0.5064074596367851,0.5662997849067808,0.6264604636346082,0.4822593393229167,0.40583263171991935,0.6304246515878527,0.5213780336107635,0.5668871406782275,0.42243654091041777,0.6371187038466898,0.4648348062443421,0.7858718164112425,0.5143140903403477,0.21883217900053345
SMR_VSA10,0.057691359491687855,0.3120513367983061,0.586187776697994,0.2904026885931553,0.5905538338627494,0.30571344318732663,0.06940597901744933,0.2622762774691025,0.4441934419305553,0.14416038978672477,0.2716814265285317,0.4349592409831159,0.3918802381705684,0.01793326019582901,0.10181497883160663,0.2762126738712407,0.40144709245481186,0.10762105869437687,0.37695633901669623,0.023155355359684802,0.07722899905595987,0.8524489147299575
