,t1 (mean),t2 (mean)
sample_187,0.4634113988521783,-0.5835485650009761
sample_188,0.47557569945609485,-0.5778910830517411
sample_189,0.48947674227915083,-0.5898116231626853
sample_190,0.8622851194627544,-0.5826563375547616
sample_191,0.9149124108587553,-0.5656045780277263
sample_192,-0.2704151489653201,0.9976708005742924
sample_193,-0.2063645467802986,-0.012893416694464312
sample_194,-0.1853511879280009,-0.05510405864680279
sample_195,-0.03759696591078604,0.9996093478299249
sample_196,0.6028366461012264,-0.4538169512307574
sample_197,0.9110856026206663,-0.44958279759002884
sample_198,0.9838899893336889,-0.44060682324399125
sample_199,0.9734121133968365,-0.383047154020276
sample_200,0.2421079728996892,-0.29953892531660126
sample_201,-0.08564248652824422,0.5707920123993857
sample_202,0.2874944729714134,-0.2279858873038026
sample_203,0.9599270197583808,-0.3137141784895429
sample_204,0.9999924963006441,-0.3078032534834835
sample_205,0.21041447699070784,0.9959407120321927
sample_206,0.9999106937163722,-0.18263300510100391
sample_207,0.581825868333912,0.9999963069333192
sample_208,0.9999998137517887,-0.054637509691610124
sample_209,0.9979348094539585,0.24296937557420586
sample_210,0.581825868333912,0.9999963069333192
sample_211,0.9999999999993111,0.029431940259748934
sample_212,0.9999943210410741,0.652547805898391
sample_213,-0.723367776464122,0.8054917542478371
sample_214,-0.3588982314110627,-0.9904896041335
sample_215,-0.4501817705983766,-0.9697240181165387
sample_216,-0.9999713467509436,-0.22964942741159708
sample_217,-0.9170918365466272,0.4784714046249468
sample_218,-0.513950669800547,-0.9252759765814107
sample_219,-0.2447878919944511,-0.9811623414726497
sample_220,-0.28405255985681677,-0.9959109499009331
sample_221,-0.42180054105100695,-0.9423441371749929
sample_222,-0.9990290620737203,-0.30296335834910165
sample_223,-0.9998403717856377,-0.14231417428803372
sample_224,-0.9989571751868194,0.2124020631856734
sample_225,-0.9998975841501064,0.1867897162150621
sample_226,-0.36968451320601153,-0.9194361644597691
sample_227,0.34093216854123587,-0.9650049594766069
sample_228,0.38857242356093147,-0.9349422408237786
sample_229,0.4854572788007986,-0.9454533228537872
sample_230,-0.5748241064082261,-0.8718720444314951
sample_231,-0.7256487459641937,0.8531894437676766
sample_232,-0.5994444935509946,0.9898351746272281
sample_233,-0.6573839059887773,0.8953247057511302
sample_234,-0.6527817520530688,0.9371791352922761
sample_235,-0.5917805806154549,-0.7275394924035312
sample_236,-0.9988696481537577,-0.02298532375547915
sample_237,0.9133523730366407,-0.5885723943644894
sample_238,-0.5014201408613932,-0.8848729203812459
sample_239,-0.5439375364596304,-0.8327505500769752
sample_240,-0.5284387860063162,-0.8822974188561692
sample_241,-0.9906579986453592,0.013176884307491782
sample_242,-0.1680873556986735,-0.7797653141682014
sample_243,0.3630725302875922,-0.8610450358550237
sample_244,0.29886133677321536,-0.8684192939641073
sample_245,0.3976138889430356,-0.8773128707008944
sample_246,0.3297839629294499,-0.9142199771130499
sample_247,-0.48834267259372705,-0.8281591006534146
sample_248,0.5799805522787912,-0.8810691682486633
sample_249,0.5064737155741603,-0.8686667501967718
sample_250,0.5589665620064779,-0.8932918099324245
sample_251,-0.7256487459641937,0.8531894437676766
sample_252,-0.7045445832233295,0.8807801304751084
sample_253,-0.6654240676607698,0.8977410317494708
sample_254,-0.5757901023245634,0.9969122793253751
sample_255,-0.577389500659285,0.9791482733431895
sample_256,-0.5445190170961216,0.9990650902701276
sample_257,-0.5626694605477092,0.9993472352955018
sample_258,-0.5773882984119405,-0.8449075253016682
sample_259,-0.9076023243715179,-0.38168504335484327
sample_260,-0.8391200453447839,-0.5187590638970083
sample_261,-0.9324768771232137,-0.2695522488698751
sample_262,-0.9087261125881851,-0.3616184846625524
sample_263,-0.9359467531570627,-0.24842827281619906
sample_264,-0.6211506990033513,-0.7619573681177665
sample_265,-0.9708445187516829,-0.4232470895332569
sample_266,-0.9173449427711434,-0.23233883557061352
sample_267,-0.8171950598505998,0.8077459285557236
sample_268,-0.9996459549363359,0.3497813623341274
sample_269,-0.2442818166818552,-0.9883945648068052
sample_270,0.2376175623660011,-0.9282500289176084
sample_271,-0.6112370951593771,0.9962690143287689
sample_272,-0.6656534085005477,0.8860274441006251
sample_273,-0.5837232290827042,0.9997846409649124
sample_274,-0.6712994365922128,-0.6380618052529303
sample_275,-0.7351040128598395,0.18473967232571417
sample_276,-0.7083650172362205,-0.011291367509601209
sample_277,0.6238555912465399,-0.8042259248913923
sample_278,0.7457011768574826,-0.7631121457512825
sample_279,0.7771713450414841,-0.7958145421849472
sample_280,0.34119656251297975,-0.7142278686935676
sample_281,0.7084216434345139,-0.7284910965954802
sample_282,-0.41986883456948093,0.7904525183698049
sample_283,-0.16932884194084816,0.9986334975481067
sample_284,0.48503492560078393,-0.5861834807285697
sample_285,0.4793969621566163,-0.5818529035398667
sample_286,0.8198666435709716,-0.5878166973125213
sample_287,0.9311651578757576,-0.5167402229218625
sample_288,0.6144644417334316,-0.452239263385102
sample_289,0.3161667342011216,-0.24357498946063033
sample_290,0.9999999937637482,-0.17191415697183784
sample_291,-0.16563508926045886,-0.9998626306527838
sample_292,-0.2947134642531364,-0.9772118142922489
sample_293,-0.18480091040718266,-0.7641572217636796
sample_294,-0.5821144834454621,0.9992806618934288
