t1_mean,t2_mean
-0.8932023104687781,-0.9272059596348898
0.23178955163640202,-0.8456367323122469
0.2964723997490887,-0.704918698790227
0.18747220568092338,-0.8325811703453492
0.22597606191325206,-0.6140375653993209
-0.0507827154948724,-0.9428558828191487
-0.648032263053473,-0.9122267977335957
0.11039649911908955,-0.9502307051596826
0.12141319907490405,-0.8743602227010436
-0.3220620671612232,-0.853859776860437
0.19467643024767645,-0.19609385526797513
-0.3066001933338114,0.38967557782864126
-0.468856252044439,0.3167838843208848
0.24178686418725331,-0.004047814362768838
0.07555035153903333,-0.09660385625401947
0.18556853354361602,-0.17656560591328868
0.10790937259497901,-0.09257589192253043
0.049263742860741415,-0.025857280746888683
0.09804127832882449,-0.08928541644397589
0.09804127832882449,-0.08928541644397589
0.17934202118576292,-0.00808479064699325
0.08222603057712297,-0.09377503458212158
0.05077578326520615,-0.07015263443734945
-0.32124483839078577,0.23481557702143502
-0.40774188543129075,-0.8627385966548745
-0.38408687653688145,0.35959224216229985
-0.39796106355829997,0.3476544484669823
-0.7028105457371381,0.3758702213454803
-0.8379157238039591,0.2592804015456928
-0.835378366056561,0.23403790569538319
-0.6600673956964436,0.37331200271805287
-0.22687782701803266,-0.8990843777926684
0.10174276705610115,0.03206344829973069
0.1508364331276884,0.000975861595646263
0.1564377243265448,0.047574107979281036
0.11200344395116485,0.03020934060775942
0.12831451099626004,0.02846661111016076
-0.2419637050394525,0.29057671089648884
-0.1817217342934317,0.273669334599596
-0.8476467420849727,0.028073763259658213
-0.21114145002304024,-0.7877893444571096
-0.21576119457321355,-0.818221255441993
-0.48808390302018456,0.3498696798960738
-0.9024190610515892,0.36000346403283645
0.27126410985179833,-0.5688960424281583
0.09894363030576578,-0.9413862301701562
0.06731060739799176,-0.9406875624954036
0.07396286663887158,-0.939657651282162
0.17805008063822997,-0.9428846967507405
0.1768119531074882,-0.9413282943158522
-0.5312074349636748,0.5144740492417086
-0.5810090185900639,0.4744772002873373
0.27220603496135065,0.05088278122274459
0.22041948843983905,0.07303783385483298
0.2460645130992517,0.11274917188631271
0.195383247210098,0.0983731934264345
0.2065248530287841,0.09966981881023937
0.3030597028496252,-0.6928607115624867
-0.46012470139149836,0.4512872900632354
0.3605148729498617,-0.5201890570696825
0.38320189931021587,-0.4560449888267357
0.3901906264936055,-0.4457076596956101
0.21206961760121826,-0.9233063905827835
0.2649454519650714,-0.900804604898719
0.3821516315317341,0.07616788501827046
0.3821516315317341,0.07616788501827046
0.38051191333284784,0.0674353375421995
0.38051191333284784,0.0674353375421995
0.3830392905901786,0.0750112824375915
0.3830392905901786,0.0750112824375915
0.3641203921672559,0.09276756113592188
0.3616940162324024,0.09291880972215602
0.3068206744329413,0.028027171892312706
0.3385175554609534,0.0005667201041770166
-0.3550023537933522,0.8055350895688086
0.30345267438463297,0.12271491451564445
0.3338686553516492,0.12223946349431909
0.33135684104786783,0.1617313059276645
0.2925024792840248,0.12907530515780094
0.3105975446183409,0.11455519718884064
0.29690496657176546,0.12867224677871747
0.03334600688621954,0.4838987611665242
-0.03466348079150119,0.5440720053316105
0.4512624358814675,-0.9052530882042292
0.4070939050006257,-0.5892134063903964
-0.6271001924267812,0.6468539264713477
0.49857683318770923,-0.39218370177727613
0.4994007206416502,-0.41312107458639824
0.49525957021610856,-0.4003787006601133
0.5384096286792377,-0.3424322215808382
0.4992814547200476,-0.3998496438527848
0.5168604655943438,-0.3889192178173837
0.5067275653986514,-0.3926774622104914
-0.19325630205421795,0.7813247130763126
0.4504616758215999,0.12571141321281232
0.4563951820725578,0.17193315365300416
0.40945807210834795,0.20177434065656003
0.4131247033616495,0.15088140105725267
-0.862259996391191,0.9429360857408787
0.7607556926899874,-0.36264393546941426
0.6669991239758261,-0.3112478195867619
0.6860285388943826,-0.30031889557625574
0.6632964066152328,-0.29365340574588494
0.6963359672002634,-0.3116776867438666
0.7340147868856866,-0.2993032458235756
0.6462671217839538,-0.31538684373561643
0.5351533214502124,0.15463353976057537
0.48572530253456403,0.23626197070975571
-0.24678177402487797,0.9619525124004823
0.771308900532625,-0.8688660681970819
0.8044167115761689,-0.9064518838954495
-0.9225808987085569,0.9667221308569478
0.9487728861244552,-0.19312905988863116
0.6721847777018681,0.22930506864771313
0.6777066115364611,0.2875212544578023
0.32374547242658963,0.6721435729708833
0.9295096387877081,-0.6666684803730714
0.9406354738018238,-0.9233276031358146
0.9530604158801506,-0.7316836010739161
0.8844100991756372,0.30440713730945324
0.9009322176310351,0.34776043828744496
-0.8842311226210762,0.9733415610870142
0.9412223586306426,0.42455612674847454
0.8304076377685266,0.9480272458117361
0.9654082197958431,0.5609510651237197
0.8124200521034288,0.920630170075967
0.8304076377685266,0.9480272458117361
0.98184791690654,0.6990468890421229
0.965201916666335,0.9822485512340741
-0.522800018272725,0.2220773975486106
-0.3285398789613065,-0.007826701993037396
-0.3236583047121846,-0.195504187185086
-0.8710759490917372,-0.8822595608690679
-0.40970456165049063,-0.1695915720176117
-0.1264656266855656,0.13607746041790986
-0.052794797697457645,0.07215415864409666
-0.22558001199937056,-0.03915220441555661
-0.5147750192707748,-0.1657113632107634
-0.8809922602830801,-0.9153378463932582
-0.7835794216639527,-0.8394040032046131
-0.3510867431621097,-0.6211056115185155
-0.36037935925445436,-0.8277009377325609
-0.3557403855789878,-0.0029544882770065582
-0.029248478919019057,-0.1770044221417497
0.03128259051102864,-0.215712531795119
-0.040263682951483984,-0.14387619024168818
0.013362033898114882,0.28296486398669973
-0.48818128974941033,0.22346922491072535
-0.8412229880560556,0.26567410272690856
-0.9196818826499544,0.18437827105823745
-0.9095410194159548,0.2024823384269009
-0.1977913205650252,-0.8208305030091501
-0.533386697209546,-0.5909391134148505
0.16147536016059283,0.5596404656900789
-0.4977608390428045,-0.001109927299973612
-0.5626871645457489,-0.08649792971835252
-0.4585193988172679,-0.05298114516916792
-0.28701158069375543,-0.7952392135773265
0.11579782229910178,-0.8573267343015725
0.1767062848100151,-0.3277957059307797
0.14712426688873226,-0.3468952757658325
0.13339098349696332,-0.29959265418134057
0.10548673758946547,-0.23191953177611874
-0.1850157286046345,0.23622559393740977
0.04875416997896896,-0.05626212621035731
0.11742925411905517,-0.13392566885000828
0.027790568630786994,-0.04189947060960873
-0.48818128974941033,0.22346922491072535
-0.2971588803877231,0.3841869764741897
-0.3644787239228784,0.3679597642370852
-0.708616264754214,0.3666524915128913
-0.6490522020828984,0.37590967264270025
-0.7387672717584672,0.3686972653786771
-0.7401746310125494,0.3600243700526875
-0.24044910096191496,0.2463232876136408
-0.4224341653060544,-0.7662513320744208
-0.45037985029303423,-0.7688844057107784
-0.5277499631533709,-0.6656618504637294
-0.4495943904417168,-0.707672280855146
-0.42534380382701403,-0.7714952107409816
-0.31587567176715897,0.2589975876457376
-0.9014271515317339,-0.9325392829037773
-0.2668115820950404,-0.8619369732055702
-0.5731777386626709,0.04620812968364296
-0.5622599769909895,-0.45162353946961636
-0.48309447572320713,-0.02143548187039705
0.07940994655283898,-0.3559253581069378
-0.7369205593161454,0.2786564052690459
-0.921678906128059,0.16096407874218358
-0.6223845657311711,0.3969054201625632
-0.16643327803849656,-0.8680612028914414
0.06613777652377312,-0.9398265818999968
0.1745930573184557,-0.941287489342906
0.166737214943934,0.04971044373250587
0.2764593861000813,0.05013132966168393
0.21080248952461023,0.07679869365485936
0.38718910456623595,-0.4731892302818125
0.2708541153316478,0.1066283423913712
-0.5233983629310556,0.6965642982385836
-0.9047598457462598,0.9508582508481951
0.6647904181377013,-0.30390945697782806
0.7201031417047085,-0.29732384268562356
0.4598041688633341,0.17922415626834184
0.15385791276501165,0.7135441509328689
0.9510696236631823,-0.18283418777432422
0.952611959942381,-0.6768864499873034
0.9608837220285984,0.4615494402804571
-0.11331002909475602,-0.05825541324647381
-0.2354147751841621,-0.09380120579588566
0.125038368408811,-0.8706525031326335
-0.46763814140455073,0.47598730698560693
