t1_mean,t2_mean
-0.33726387414519676,-0.18623459596817293
-0.5014314161757416,0.04482735237068566
-0.9510091611046195,0.06280399822881456
-0.26486856771511047,-0.15368663923053638
-0.12032032584818905,-0.22168735971412007
-0.2725174973166684,-0.07848263557726835
-0.5937665040272366,-0.35268726750258755
-0.4362504970463269,-0.11034553604594294
-0.5568102149326499,0.051611955532088284
-0.9530066309670333,0.08394884682857894
-0.9530066309670333,0.08394884682857894
-0.956153113845333,0.030617082710366405
-0.1217992901513128,-0.08605378747696979
-0.25309668960667814,-0.17484621809573547
-0.2397125407006277,-0.16398561406014805
-0.3728563727927057,-0.5001442667050768
-0.10893950078997534,-0.18321262049747858
-0.4581872420260268,-0.21664565642925365
-0.5451142145726516,-0.42747568523640955
-0.867769078475285,-0.17158484776098634
-0.8643744165736829,-0.7387130481496589
-0.36620673443511625,-0.533426212690667
-0.3667010263878202,-0.5097506739908941
-0.2634791444383189,-0.42283287192197627
-0.022600146573904543,-0.2877329845863906
-0.30181456407073104,-0.16125945806427666
-0.5189090207712711,0.14347283402711836
-0.9118158383785469,0.21242077597202938
-0.8792023018124869,0.20898715055567113
-0.40206547139832466,-0.1354624819695552
-0.10838859688314845,-0.18782349135861054
-0.01786240632411324,-0.2535404452536828
-0.01786240632411324,-0.2535404452536828
-0.07235798048102404,-0.23379670319212104
-0.5408506614510458,0.12007800277814014
-0.5522008325540505,0.11172374432860377
-0.6030577505904422,0.1180786149058487
-0.37703232841076606,-0.35743432495560334
-0.9407206454666563,0.09245651248854306
-0.9149878185322076,0.20784451362776937
-0.9425665830446466,0.1126357486590862
-0.9155325994328801,0.21167182147225988
-0.862458996380091,0.19212183829373836
-0.025108082984372268,0.05655498089960084
-0.1788328350129728,-0.043839036022223866
-0.04218077977047554,-0.1369556241126882
-0.0497644750742471,-0.1441847609432611
-0.5529847148673263,-0.4682550648509013
-0.6342635201784645,-0.40384292671956656
-0.5139740263159616,-0.6517210921010627
-0.4525377249159692,-0.2587038422421317
-0.5311687239479891,-0.45475135508624903
-0.8844725167683454,-0.8569732932738185
-0.32655510157341827,-0.6411701030745776
-0.3059867038131998,-0.5289677063468528
-0.32088681524103,-0.587011878205508
0.08656123136889753,-0.8598122225947699
0.07385382099181548,-0.2601760151131867
-0.008340617338973498,-0.2722668156784953
-0.7573335765853669,0.34545960617606364
-0.858464469825603,0.2526031938708437
-0.891779315095508,0.274493844552983
0.1385667738172106,-0.08270811067064275
-0.04419838193316583,-0.13864423289859884
-0.46065151084723377,0.24271380175913682
-0.5343061479194177,0.2104550571490601
-0.4367783535134665,0.23009647920723653
-0.867357226705675,0.2745897391791673
-0.7377363977967883,0.2745801387619428
-0.9095410194159548,0.2024823384269009
-0.9162689559386299,0.15780545195163453
-0.03671332216823149,0.1350818172924555
0.01099800023001995,-0.06285286976724262
0.024878877999349056,-0.06459906358845571
0.05012008720208348,-0.0458595449091513
-0.5417467040796767,-0.49257071622266607
-0.5661840513842318,-0.5239312613038486
-0.4854546902231035,-0.5748653844011826
-0.5024535931353528,-0.6202764950310917
-0.5030640481826462,-0.6191216516560096
-0.5945880457654862,-0.5054659570559854
-0.5172838496038108,-0.6443400068707382
-0.9065844444964188,-0.9002788538596931
